miRna,target,lp_label,confidence,mor
20062,7454,1,Medium,
20062,4900,1,Medium,
20062,7455,1,Medium,
20062,2888,1,Medium,
20062,7456,1,Medium,
20062,7457,1,Medium,
20062,7458,1,Medium,
20062,7459,1,Medium,
20062,7460,1,Medium,
20062,7461,1,Medium,
20062,5540,1,Medium,
20062,7462,1,Medium,
20062,7463,1,Medium,
20062,6669,1,Medium,
20062,6112,1,Medium,
20062,7464,1,Medium,
20062,7465,1,Medium,
20062,6533,1,Medium,
20062,6884,1,Medium,
20062,4266,1,Medium,
20062,6531,1,Medium,
20062,5539,1,Medium,
20062,4840,1,Medium,
20062,7466,1,Medium,
20062,7467,1,Medium,
20062,2773,1,Medium,
20062,7468,1,Medium,
20062,7469,1,Medium,
20062,3381,1,Medium,
20062,7470,1,Medium,
20062,7471,1,Medium,
20062,6115,1,Medium,
20062,6522,1,Medium,
20062,7472,1,Medium,
20062,7473,1,Medium,
20062,7474,1,Medium,
20062,6532,1,Medium,
20062,2781,1,Medium,
20062,4489,1,Medium,
20062,2199,1,Medium,
20062,7475,1,Medium,
20062,7476,1,Medium,
20062,7477,1,Medium,
20062,7478,1,Medium,
20062,7479,1,Medium,
20062,7480,1,Medium,
20062,7481,1,Medium,
20062,4280,1,Medium,
20062,2825,1,Medium,
20062,6676,1,Medium,
20062,3303,1,Medium,
20062,7482,1,Medium,
20062,6912,1,Medium,
20062,7483,1,Medium,
20062,7484,1,Medium,
20062,5562,1,Medium,
20062,7485,1,Medium,
20062,7486,1,Medium,
20062,7487,1,Medium,
20062,4854,1,Medium,
20062,6043,1,Medium,
20062,1782,1,Medium,
20062,2774,1,Medium,
20062,7488,1,Medium,
20062,7489,1,Medium,
20062,7490,1,Medium,
20062,7491,1,Medium,
20062,4858,1,Medium,
20062,7492,1,Medium,
20062,2826,1,Medium,
20062,4853,1,Medium,
20062,4286,1,Medium,
20062,3703,1,Medium,
20062,4292,1,Medium,
20062,7493,1,Medium,
20062,7494,1,Medium,
20062,2827,1,Medium,
20062,7495,1,Medium,
20062,4294,1,Medium,
20062,4310,1,Medium,
20062,7496,1,Medium,
20062,7497,1,Medium,
20062,7498,1,Medium,
20062,3335,1,Medium,
20062,7499,1,Medium,
20062,7500,1,Medium,
20062,7501,1,Medium,
20062,6545,1,Medium,
20062,3311,1,Medium,
20062,5161,1,Medium,
20062,5567,1,Medium,
20062,6911,1,Medium,
20062,3973,1,Medium,
20062,7502,1,Medium,
20062,4309,1,Medium,
20062,7503,1,Medium,
20062,7504,1,Medium,
20062,7505,1,Medium,
20062,6380,1,Medium,
20062,6754,1,Medium,
20062,2163,1,Medium,
20062,7506,1,Medium,
20062,7507,1,Medium,
20062,6383,1,Medium,
20062,7508,1,Medium,
20062,7509,1,Medium,
20062,2885,1,Medium,
20062,3980,1,Medium,
20062,7510,1,Medium,
20062,7511,1,Medium,
20062,7512,1,Medium,
20062,7513,1,Medium,
20062,7514,1,Medium,
20062,7515,1,Medium,
20062,6506,1,Medium,
20062,7516,1,Medium,
20062,3363,1,Medium,
20062,4928,1,Medium,
20062,4653,1,Medium,
20062,7517,1,Medium,
20062,5469,1,Medium,
20062,7518,1,Medium,
20062,7519,1,Medium,
20062,7520,1,Medium,
20062,7521,1,Medium,
20062,3411,1,Medium,
20062,7522,1,Medium,
20062,5657,1,Medium,
20062,7523,1,Medium,
20062,4496,1,Medium,
20062,6388,1,Medium,
20062,7524,1,Medium,
20062,7525,1,Medium,
20062,7526,1,Medium,
20062,2411,1,Medium,
20062,7527,1,Medium,
20062,7528,1,Medium,
20062,7529,1,Medium,
20062,3651,1,Medium,
20062,5407,1,Medium,
20062,7530,1,Medium,
20062,2412,1,Medium,
20062,7531,1,Medium,
20062,7532,1,Medium,
20062,7533,1,Medium,
20062,5747,1,Medium,
20062,5410,1,Medium,
20062,7534,1,Medium,
20062,7535,1,Medium,
20062,6387,1,Medium,
20062,4005,1,Medium,
20062,7536,1,Medium,
20062,7537,1,Medium,
20062,5397,1,Medium,
20062,7538,1,Medium,
20062,7539,1,Medium,
20062,3217,1,Medium,
20062,7540,1,Medium,
20062,6599,1,Medium,
20062,4012,1,Medium,
20062,5570,1,Medium,
20062,7541,1,Medium,
20062,7542,1,Medium,
20062,3647,1,Medium,
20062,3266,1,Medium,
20062,5641,1,Medium,
20062,6396,1,Medium,
20062,7543,1,Medium,
20062,3993,1,Medium,
20062,7544,1,Medium,
20062,1968,1,Medium,
20062,4352,1,Medium,
20062,6391,1,Medium,
20062,5159,1,Medium,
20062,7545,1,Medium,
20062,6056,1,Medium,
20062,7546,1,Medium,
20062,4015,1,Medium,
20062,7547,1,Medium,
20062,2790,1,Medium,
20062,1833,1,Medium,
20062,5764,1,Medium,
20062,7548,1,Medium,
20062,7549,1,Medium,
20062,5650,1,Medium,
20063,5858,1,Medium,
20063,7501,1,Medium,
20063,7268,1,Medium,
20063,4430,1,Medium,
20064,3421,1,Medium,
20065,7550,1,Medium,
20065,7551,1,Medium,
20065,5009,1,Medium,
20065,2676,1,Medium,
20065,7552,1,Medium,
20065,3810,1,Medium,
20065,5296,1,Medium,
20065,7553,1,Medium,
20065,3722,1,Medium,
20065,4889,1,Medium,
20065,3725,1,Medium,
20065,7554,1,Medium,
20065,5267,1,Medium,
20065,7555,1,Medium,
20065,7556,1,Medium,
20065,7557,1,Medium,
20065,7130,1,Medium,
20065,5837,1,Medium,
20065,7558,1,Medium,
20065,7559,1,Medium,
20065,7560,1,Medium,
20065,3606,1,Medium,
20065,7561,1,Medium,
20065,7562,1,Medium,
20065,6926,1,Medium,
20065,7563,1,Medium,
20065,7564,1,Medium,
20065,5852,1,Medium,
20065,7107,1,Medium,
20065,7565,1,Medium,
20065,7566,1,Medium,
20065,7567,1,Medium,
20065,7568,1,Medium,
20065,5199,1,Medium,
20065,5873,1,Medium,
20065,7569,1,Medium,
20065,3789,1,Medium,
20065,5872,1,Medium,
20065,5315,1,Medium,
20065,7570,1,Medium,
20065,6155,1,Medium,
20065,7571,1,Medium,
20065,6698,1,Medium,
20065,5029,1,Medium,
20065,7246,1,Medium,
20065,5024,1,Medium,
20065,5680,1,Medium,
20065,7572,1,Medium,
20065,7573,1,Medium,
20065,7574,1,Medium,
20065,1668,1,Medium,
20065,3046,1,Medium,
20065,3553,1,Medium,
20065,6302,1,Medium,
20065,3487,1,Medium,
20065,1908,1,Medium,
20065,7575,1,Medium,
20065,7576,1,Medium,
20065,5037,1,Medium,
20065,7577,1,Medium,
20065,2045,1,Medium,
20065,7578,1,Medium,
20065,4549,1,Medium,
20065,7579,1,Medium,
20065,7580,1,Medium,
20065,7581,1,Medium,
20065,3332,1,Medium,
20065,4515,1,Medium,
20065,7582,1,Medium,
20065,6326,1,Medium,
20065,7583,1,Medium,
20065,2036,1,Medium,
20065,5919,1,Medium,
20065,7584,1,Medium,
20065,7585,1,Medium,
20065,7586,1,Medium,
20065,7587,1,Medium,
20065,4403,1,Medium,
20065,3862,1,Medium,
20065,5475,1,Medium,
20065,7588,1,Medium,
20065,7337,1,Medium,
20065,5259,1,Medium,
20065,7589,1,Medium,
20065,5075,1,Medium,
20065,6340,1,Medium,
20065,7590,1,Medium,
20065,7591,1,Medium,
20065,6345,1,Medium,
20065,7592,1,Medium,
20065,3911,1,Medium,
20065,7593,1,Medium,
20065,5096,1,Medium,
20065,7594,1,Medium,
20065,1956,1,Medium,
20065,7595,1,Medium,
20065,7596,1,Medium,
20065,7597,1,Medium,
20065,7418,1,Medium,
20065,3454,1,Medium,
20065,4556,1,Medium,
20065,6193,1,Medium,
20065,7598,1,Medium,
20065,3928,1,Medium,
20065,2469,1,Medium,
20065,5694,1,Medium,
20065,7599,1,Medium,
20065,7600,1,Medium,
20065,7601,1,Medium,
20065,3255,1,Medium,
20065,7602,1,Medium,
20065,6742,1,Medium,
20065,7603,1,Medium,
20065,3948,1,Medium,
20065,7604,1,Medium,
20065,3955,1,Medium,
20065,7605,1,Medium,
20065,2457,1,Medium,
20065,5233,1,Medium,
20065,7606,1,Medium,
20065,7442,1,Medium,
20065,5473,1,Medium,
20065,7607,1,Medium,
20065,7608,1,Medium,
20065,7609,1,Medium,
20065,7610,1,Medium,
20065,3967,1,Medium,
20065,7611,1,Medium,
20065,2068,1,Medium,
20065,7612,1,Medium,
20065,3969,1,Medium,
20065,7613,1,Medium,
20065,3981,1,Medium,
20065,7614,1,Medium,
20065,3978,1,Medium,
20065,7615,1,Medium,
20065,6401,1,Medium,
20065,7616,1,Medium,
20065,7617,1,Medium,
20065,7618,1,Medium,
20065,7619,1,Medium,
20065,7620,1,Medium,
20065,7621,1,Medium,
20065,1837,1,Medium,
20065,6596,1,Medium,
20065,4603,1,Medium,
20065,4602,1,Medium,
20065,6228,1,Medium,
20065,6986,1,Medium,
20065,6400,1,Medium,
20065,7622,1,Medium,
20065,7623,1,Medium,
20065,7624,1,Medium,
20065,7625,1,Medium,
20065,4348,1,Medium,
20065,1992,1,Medium,
20065,7626,1,Medium,
20065,4606,1,Medium,
20065,7627,1,Medium,
20065,5177,1,Medium,
20065,7628,1,Medium,
20065,7629,1,Medium,
20065,5137,1,Medium,
20065,7630,1,Medium,
20065,5787,1,Medium,
20065,5783,1,Medium,
20065,2986,1,Medium,
20065,7010,1,Medium,
20065,7631,1,Medium,
20065,5178,1,Medium,
20065,7632,1,Medium,
20065,7633,1,Medium,
20065,3199,1,Medium,
20065,2338,1,Medium,
20065,3475,1,Medium,
20065,7184,1,Medium,
20065,7046,1,Medium,
20065,2331,1,Medium,
20065,1665,1,Medium,
20065,7634,1,Medium,
20065,7635,1,Medium,
20065,7636,1,Medium,
20065,7637,1,Medium,
20065,7638,1,Medium,
20065,6624,1,Medium,
20065,7639,1,Medium,
20065,4126,1,Medium,
20065,6619,1,Medium,
20065,5624,1,Medium,
20065,7640,1,Medium,
20065,1986,1,Medium,
20065,7641,1,Medium,
20065,7642,1,Medium,
20065,7073,1,Medium,
20065,7643,1,Medium,
20065,7644,1,Medium,
20065,5823,1,Medium,
20065,4114,1,Medium,
20065,7645,1,Medium,
20065,4131,1,Medium,
20065,7646,1,Medium,
20065,7647,1,Medium,
20065,7648,1,Medium,
20065,6873,1,Medium,
20065,6785,1,Medium,
20065,4566,1,Medium,
20065,6246,1,Medium,
20065,7649,1,Medium,
20065,4110,1,Medium,
20065,6878,1,Medium,
20065,3176,1,Medium,
20065,7650,1,Medium,
20065,6783,1,Medium,
20065,7651,1,Medium,
20065,7652,1,Medium,
20065,7653,1,Medium,
20065,3168,1,Medium,
20065,5598,1,Medium,
20065,7654,1,Medium,
20065,7655,1,Medium,
20065,7656,1,Medium,
20065,4175,1,Medium,
20065,7657,1,Medium,
20065,5953,1,Medium,
20065,7658,1,Medium,
20065,7659,1,Medium,
20065,4747,1,Medium,
20065,7660,1,Medium,
20065,4182,1,Medium,
20065,6791,1,Medium,
20065,6488,1,Medium,
20065,1947,1,Medium,
20065,5957,1,Medium,
20065,1870,1,Medium,
20065,7661,1,Medium,
20065,7662,1,Medium,
20065,7663,1,Medium,
20065,7664,1,Medium,
20065,6012,1,Medium,
20065,7665,1,Medium,
20065,4770,1,Medium,
20065,4253,1,Medium,
20065,4789,1,Medium,
20065,7666,1,Medium,
20065,7667,1,Medium,
20065,7668,1,Medium,
20065,7214,1,Medium,
20065,7669,1,Medium,
20065,4526,1,Medium,
20065,4788,1,Medium,
20065,3382,1,Medium,
20065,7670,1,Medium,
20065,6654,1,Medium,
20065,1794,1,Medium,
20065,7671,1,Medium,
20065,4239,1,Medium,
20065,7672,1,Medium,
20065,6901,1,Medium,
20065,7673,1,Medium,
20065,7674,1,Medium,
20065,7675,1,Medium,
20065,4257,1,Medium,
20065,7676,1,Medium,
20065,6018,1,Medium,
20065,1789,1,Medium,
20065,6817,1,Medium,
20065,7677,1,Medium,
20065,7678,1,Medium,
20065,7679,1,Medium,
20065,7680,1,Medium,
20065,6023,1,Medium,
20065,7167,1,Medium,
20065,2546,1,Medium,
20065,7681,1,Medium,
20065,2786,1,Medium,
20065,3671,1,Medium,
20065,3300,1,Medium,
20065,4844,1,Medium,
20065,4279,1,Medium,
20065,7682,1,Medium,
20065,7683,1,Medium,
20065,7684,1,Medium,
20065,7685,1,Medium,
20065,7686,1,Medium,
20065,7687,1,Medium,
20065,7547,1,Medium,
20065,7688,1,Medium,
20065,4298,1,Medium,
20065,7689,1,Medium,
20065,7690,1,Medium,
20066,5654,1,Medium,
20066,7691,1,Medium,
20066,3126,1,Medium,
20066,3724,1,Medium,
20066,4881,1,Medium,
20066,3717,1,Medium,
20066,7692,1,Medium,
20066,7693,1,Medium,
20066,7694,1,Medium,
20066,7695,1,Medium,
20066,7696,1,Medium,
20066,2644,1,Medium,
20066,7697,1,Medium,
20066,3693,1,Medium,
20066,3745,1,Medium,
20066,7698,1,Medium,
20066,6139,1,Medium,
20066,3331,1,Medium,
20066,7699,1,Medium,
20066,5285,1,Medium,
20066,7700,1,Medium,
20066,7701,1,Medium,
20066,7702,1,Medium,
20066,1915,1,Medium,
20066,7158,1,Medium,
20066,4494,1,Medium,
20066,7703,1,Medium,
20066,5857,1,Medium,
20066,7704,1,Medium,
20066,5297,1,Medium,
20066,7705,1,Medium,
20066,4573,1,Medium,
20066,6731,1,Medium,
20066,7706,1,Medium,
20066,7227,1,Medium,
20066,1739,1,Medium,
20066,7707,1,Medium,
20066,7708,1,Medium,
20066,3557,1,Medium,
20066,3786,1,Medium,
20066,7709,1,Medium,
20066,7710,1,Medium,
20066,4143,1,Medium,
20066,7711,1,Medium,
20066,5075,1,Medium,
20066,7712,1,Medium,
20066,7713,1,Medium,
20066,6936,1,Medium,
20066,7714,1,Medium,
20066,6291,1,Medium,
20066,6933,1,Medium,
20066,7715,1,Medium,
20066,7716,1,Medium,
20066,6825,1,Medium,
20066,3457,1,Medium,
20066,7717,1,Medium,
20066,3042,1,Medium,
20066,7718,1,Medium,
20066,4509,1,Medium,
20066,7278,1,Medium,
20066,7719,1,Medium,
20066,7580,1,Medium,
20066,3332,1,Medium,
20066,3782,1,Medium,
20066,7720,1,Medium,
20066,2502,1,Medium,
20066,3870,1,Medium,
20066,7721,1,Medium,
20066,7722,1,Medium,
20066,3868,1,Medium,
20066,3886,1,Medium,
20066,7723,1,Medium,
20066,7527,1,Medium,
20066,7337,1,Medium,
20066,7724,1,Medium,
20066,6342,1,Medium,
20066,2487,1,Medium,
20066,5502,1,Medium,
20066,7379,1,Medium,
20066,7725,1,Medium,
20066,7726,1,Medium,
20066,7727,1,Medium,
20066,6346,1,Medium,
20066,5691,1,Medium,
20066,2031,1,Medium,
20066,7728,1,Medium,
20066,3542,1,Medium,
20066,1900,1,Medium,
20066,3901,1,Medium,
20066,5465,1,Medium,
20066,1841,1,Medium,
20066,7445,1,Medium,
20066,7729,1,Medium,
20066,7730,1,Medium,
20066,4556,1,Medium,
20066,3922,1,Medium,
20066,5107,1,Medium,
20066,7731,1,Medium,
20066,3927,1,Medium,
20066,3926,1,Medium,
20066,7732,1,Medium,
20066,3307,1,Medium,
20066,7733,1,Medium,
20066,7734,1,Medium,
20066,2457,1,Medium,
20066,7735,1,Medium,
20066,6748,1,Medium,
20066,7736,1,Medium,
20066,6742,1,Medium,
20066,7438,1,Medium,
20066,3233,1,Medium,
20066,7737,1,Medium,
20066,7738,1,Medium,
20066,5484,1,Medium,
20066,7739,1,Medium,
20066,7740,1,Medium,
20066,4335,1,Medium,
20066,7741,1,Medium,
20066,7610,1,Medium,
20066,5657,1,Medium,
20066,3479,1,Medium,
20066,3969,1,Medium,
20066,3972,1,Medium,
20066,7742,1,Medium,
20066,5741,1,Medium,
20066,7743,1,Medium,
20066,7517,1,Medium,
20066,7744,1,Medium,
20066,6357,1,Medium,
20066,7745,1,Medium,
20066,7746,1,Medium,
20066,3986,1,Medium,
20066,6240,1,Medium,
20066,7747,1,Medium,
20066,7748,1,Medium,
20066,7749,1,Medium,
20066,4584,1,Medium,
20066,5750,1,Medium,
20066,7750,1,Medium,
20066,5397,1,Medium,
20066,7751,1,Medium,
20066,7752,1,Medium,
20066,6227,1,Medium,
20066,6395,1,Medium,
20066,4014,1,Medium,
20066,7753,1,Medium,
20066,4975,1,Medium,
20066,4463,1,Medium,
20066,7754,1,Medium,
20066,3405,1,Medium,
20066,2386,1,Medium,
20066,7755,1,Medium,
20066,4022,1,Medium,
20066,7756,1,Medium,
20066,7757,1,Medium,
20066,7758,1,Medium,
20066,7759,1,Medium,
20066,4040,1,Medium,
20066,7760,1,Medium,
20066,6972,1,Medium,
20066,7761,1,Medium,
20066,3528,1,Medium,
20066,6403,1,Medium,
20066,7762,1,Medium,
20066,6410,1,Medium,
20066,7763,1,Medium,
20066,3309,1,Medium,
20066,5177,1,Medium,
20066,1992,1,Medium,
20066,7764,1,Medium,
20066,6865,1,Medium,
20066,7765,1,Medium,
20066,5420,1,Medium,
20066,7766,1,Medium,
20066,5147,1,Medium,
20066,7767,1,Medium,
20066,7768,1,Medium,
20066,7769,1,Medium,
20066,7047,1,Medium,
20066,7770,1,Medium,
20066,7771,1,Medium,
20066,5820,1,Medium,
20066,6840,1,Medium,
20066,4562,1,Medium,
20066,7772,1,Medium,
20066,5157,1,Medium,
20066,2550,1,Medium,
20066,5191,1,Medium,
20066,7773,1,Medium,
20066,7774,1,Medium,
20066,6452,1,Medium,
20066,7775,1,Medium,
20066,2306,1,Medium,
20066,7776,1,Medium,
20066,5929,1,Medium,
20066,7777,1,Medium,
20066,7778,1,Medium,
20066,7779,1,Medium,
20066,7780,1,Medium,
20066,6888,1,Medium,
20066,7781,1,Medium,
20066,3627,1,Medium,
20066,7109,1,Medium,
20066,5926,1,Medium,
20066,7782,1,Medium,
20066,7783,1,Medium,
20066,7784,1,Medium,
20066,6776,1,Medium,
20066,4155,1,Medium,
20066,4656,1,Medium,
20066,7785,1,Medium,
20066,6628,1,Medium,
20066,5597,1,Medium,
20066,4590,1,Medium,
20066,7786,1,Medium,
20066,7787,1,Medium,
20066,7788,1,Medium,
20066,6085,1,Medium,
20066,4191,1,Medium,
20066,4579,1,Medium,
20066,7789,1,Medium,
20066,7790,1,Medium,
20066,7791,1,Medium,
20066,7792,1,Medium,
20066,7181,1,Medium,
20066,4759,1,Medium,
20066,2867,1,Medium,
20066,5960,1,Medium,
20066,7793,1,Medium,
20066,7794,1,Medium,
20066,7795,1,Medium,
20066,5983,1,Medium,
20066,7796,1,Medium,
20066,7797,1,Medium,
20066,7195,1,Medium,
20066,7798,1,Medium,
20066,7799,1,Medium,
20066,4945,1,Medium,
20066,7800,1,Medium,
20066,7667,1,Medium,
20066,7801,1,Medium,
20066,7802,1,Medium,
20066,7803,1,Medium,
20066,6486,1,Medium,
20066,7250,1,Medium,
20066,6669,1,Medium,
20066,3469,1,Medium,
20066,7804,1,Medium,
20066,7805,1,Medium,
20066,3067,1,Medium,
20066,3271,1,Medium,
20066,7806,1,Medium,
20066,7807,1,Medium,
20066,4621,1,Medium,
20066,3276,1,Medium,
20066,7808,1,Medium,
20066,2909,1,Medium,
20066,2223,1,Medium,
20066,7809,1,Medium,
20066,6661,1,Medium,
20066,6507,1,Medium,
20066,6018,1,Medium,
20066,7810,1,Medium,
20066,5537,1,Medium,
20066,4259,1,Medium,
20066,7363,1,Medium,
20066,7811,1,Medium,
20066,7812,1,Medium,
20066,3285,1,Medium,
20066,4140,1,Medium,
20066,7813,1,Medium,
20066,7814,1,Medium,
20066,5541,1,Medium,
20066,7815,1,Medium,
20066,5572,1,Medium,
20066,4841,1,Medium,
20066,6522,1,Medium,
20066,6915,1,Medium,
20066,3497,1,Medium,
20066,4276,1,Medium,
20066,7476,1,Medium,
20066,6818,1,Medium,
20066,6549,1,Medium,
20066,1765,1,Medium,
20066,6912,1,Medium,
20066,7505,1,Medium,
20066,6055,1,Medium,
20066,4681,1,Medium,
20066,4324,1,Medium,
20066,6554,1,Medium,
20066,7816,1,Medium,
20066,7817,1,Medium,
20066,3111,1,Medium,
20067,7720,1,Medium,
20067,7721,1,Medium,
20067,7719,1,Medium,
20067,5358,1,Medium,
20067,7718,1,Medium,
20067,6707,1,Medium,
20067,3694,1,Medium,
20067,3782,1,Medium,
20067,3332,1,Medium,
20067,7818,1,Medium,
20067,3112,1,Medium,
20067,7819,1,Medium,
20067,5056,1,Medium,
20067,4410,1,Medium,
20067,2175,1,Medium,
20067,3853,1,Medium,
20067,2909,1,Medium,
20067,7820,1,Medium,
20067,5065,1,Medium,
20067,5397,1,Medium,
20067,7717,1,Medium,
20067,3874,1,Medium,
20067,7723,1,Medium,
20067,5750,1,Medium,
20067,7749,1,Medium,
20067,3868,1,Medium,
20067,1681,1,Medium,
20067,2478,1,Medium,
20067,7337,1,Medium,
20067,2487,1,Medium,
20067,2485,1,Medium,
20067,3881,1,Medium,
20067,6342,1,Medium,
20067,7821,1,Medium,
20067,5204,1,Medium,
20067,7726,1,Medium,
20067,5090,1,Medium,
20067,2891,1,Medium,
20067,7373,1,Medium,
20067,7725,1,Medium,
20067,7379,1,Medium,
20067,6346,1,Medium,
20067,7727,1,Medium,
20067,3927,1,Medium,
20067,6573,1,Medium,
20067,3542,1,Medium,
20067,6950,1,Medium,
20067,7728,1,Medium,
20067,1900,1,Medium,
20067,2031,1,Medium,
20067,5203,1,Medium,
20067,5465,1,Medium,
20067,3907,1,Medium,
20067,5702,1,Medium,
20067,5507,1,Medium,
20067,5691,1,Medium,
20067,6349,1,Medium,
20067,7822,1,Medium,
20067,5502,1,Medium,
20067,5107,1,Medium,
20067,7823,1,Medium,
20067,7722,1,Medium,
20067,7731,1,Medium,
20067,7730,1,Medium,
20067,3920,1,Medium,
20067,7746,1,Medium,
20067,7824,1,Medium,
20067,6748,1,Medium,
20067,3307,1,Medium,
20067,2070,1,Medium,
20067,7733,1,Medium,
20067,7732,1,Medium,
20067,2457,1,Medium,
20067,7825,1,Medium,
20067,6742,1,Medium,
20067,7736,1,Medium,
20067,7438,1,Medium,
20067,7826,1,Medium,
20067,5484,1,Medium,
20067,6958,1,Medium,
20067,7445,1,Medium,
20067,4335,1,Medium,
20067,7737,1,Medium,
20067,6756,1,Medium,
20067,4893,1,Medium,
20067,7740,1,Medium,
20067,7610,1,Medium,
20067,7827,1,Medium,
20067,7741,1,Medium,
20067,7748,1,Medium,
20067,7828,1,Medium,
20067,3972,1,Medium,
20067,7739,1,Medium,
20067,3008,1,Medium,
20067,3010,1,Medium,
20067,6357,1,Medium,
20067,2068,1,Medium,
20067,7744,1,Medium,
20067,3479,1,Medium,
20067,7711,1,Medium,
20067,7742,1,Medium,
20067,7829,1,Medium,
20067,7517,1,Medium,
20067,7830,1,Medium,
20067,3409,1,Medium,
20067,7527,1,Medium,
20067,5657,1,Medium,
20067,5586,1,Medium,
20067,3233,1,Medium,
20067,1841,1,Medium,
20067,6507,1,Medium,
20067,3060,1,Medium,
20067,2384,1,Medium,
20067,7750,1,Medium,
20067,5177,1,Medium,
20067,6227,1,Medium,
20067,6395,1,Medium,
20067,4584,1,Medium,
20067,7743,1,Medium,
20067,3986,1,Medium,
20067,3405,1,Medium,
20067,7752,1,Medium,
20067,4463,1,Medium,
20067,7753,1,Medium,
20067,4014,1,Medium,
20067,4040,1,Medium,
20067,2386,1,Medium,
20067,5654,1,Medium,
20067,7831,1,Medium,
20067,4013,1,Medium,
20067,4022,1,Medium,
20067,3213,1,Medium,
20067,7751,1,Medium,
20067,7754,1,Medium,
20067,7745,1,Medium,
20067,7832,1,Medium,
20067,1941,1,Medium,
20067,7762,1,Medium,
20067,7833,1,Medium,
20067,7756,1,Medium,
20067,7757,1,Medium,
20067,4471,1,Medium,
20067,6403,1,Medium,
20067,7761,1,Medium,
20067,3309,1,Medium,
20067,2373,1,Medium,
20067,6410,1,Medium,
20067,4069,1,Medium,
20067,1992,1,Medium,
20067,7758,1,Medium,
20067,5420,1,Medium,
20067,6865,1,Medium,
20067,7764,1,Medium,
20067,5217,1,Medium,
20067,7765,1,Medium,
20067,7767,1,Medium,
20067,7834,1,Medium,
20067,7768,1,Medium,
20067,2563,1,Medium,
20067,7835,1,Medium,
20067,7771,1,Medium,
20067,4063,1,Medium,
20067,5803,1,Medium,
20067,6240,1,Medium,
20067,7836,1,Medium,
20067,7047,1,Medium,
20067,7837,1,Medium,
20067,7838,1,Medium,
20067,6840,1,Medium,
20067,6845,1,Medium,
20067,5157,1,Medium,
20067,4562,1,Medium,
20067,5191,1,Medium,
20067,3193,1,Medium,
20067,2631,1,Medium,
20067,6432,1,Medium,
20067,7772,1,Medium,
20067,7774,1,Medium,
20067,2550,1,Medium,
20067,7773,1,Medium,
20067,7770,1,Medium,
20067,5814,1,Medium,
20067,5819,1,Medium,
20067,5820,1,Medium,
20067,7098,1,Medium,
20067,7776,1,Medium,
20067,6634,1,Medium,
20067,6452,1,Medium,
20067,7839,1,Medium,
20067,6628,1,Medium,
20067,7840,1,Medium,
20067,5926,1,Medium,
20067,5929,1,Medium,
20067,7645,1,Medium,
20067,6783,1,Medium,
20067,7782,1,Medium,
20067,7109,1,Medium,
20067,2159,1,Medium,
20067,3627,1,Medium,
20067,7784,1,Medium,
20067,5597,1,Medium,
20067,7785,1,Medium,
20067,7127,1,Medium,
20067,4656,1,Medium,
20067,4155,1,Medium,
20067,6886,1,Medium,
20067,4590,1,Medium,
20067,7841,1,Medium,
20067,7786,1,Medium,
20067,4615,1,Medium,
20067,4749,1,Medium,
20067,7161,1,Medium,
20067,7842,1,Medium,
20067,4579,1,Medium,
20067,7795,1,Medium,
20067,7791,1,Medium,
20067,7792,1,Medium,
20067,1945,1,Medium,
20067,7790,1,Medium,
20067,7794,1,Medium,
20067,5960,1,Medium,
20067,2867,1,Medium,
20067,4759,1,Medium,
20067,4945,1,Medium,
20067,5642,1,Medium,
20067,7793,1,Medium,
20067,7181,1,Medium,
20067,7843,1,Medium,
20067,7798,1,Medium,
20067,4191,1,Medium,
20067,5635,1,Medium,
20067,7844,1,Medium,
20067,7800,1,Medium,
20067,7195,1,Medium,
20067,6085,1,Medium,
20067,7845,1,Medium,
20067,7846,1,Medium,
20067,7799,1,Medium,
20067,6486,1,Medium,
20067,7801,1,Medium,
20067,7667,1,Medium,
20067,7803,1,Medium,
20067,7847,1,Medium,
20067,5983,1,Medium,
20067,7848,1,Medium,
20067,7789,1,Medium,
20067,4217,1,Medium,
20067,7802,1,Medium,
20067,7849,1,Medium,
20067,4221,1,Medium,
20067,7804,1,Medium,
20067,3469,1,Medium,
20067,7850,1,Medium,
20067,7805,1,Medium,
20067,6897,1,Medium,
20067,3276,1,Medium,
20067,3271,1,Medium,
20067,7250,1,Medium,
20067,7808,1,Medium,
20067,7851,1,Medium,
20067,2223,1,Medium,
20067,6661,1,Medium,
20067,2855,1,Medium,
20067,5985,1,Medium,
20067,3067,1,Medium,
20067,7807,1,Medium,
20067,7810,1,Medium,
20067,7852,1,Medium,
20067,6522,1,Medium,
20067,7853,1,Medium,
20067,7854,1,Medium,
20067,7855,1,Medium,
20067,7812,1,Medium,
20067,4259,1,Medium,
20067,5526,1,Medium,
20067,2217,1,Medium,
20067,3285,1,Medium,
20067,6518,1,Medium,
20067,7363,1,Medium,
20067,7815,1,Medium,
20067,5537,1,Medium,
20067,5531,1,Medium,
20067,1849,1,Medium,
20067,6018,1,Medium,
20067,4140,1,Medium,
20067,7811,1,Medium,
20067,6669,1,Medium,
20067,7813,1,Medium,
20067,7856,1,Medium,
20067,7788,1,Medium,
20067,6112,1,Medium,
20067,7787,1,Medium,
20067,7857,1,Medium,
20067,4297,1,Medium,
20067,6818,1,Medium,
20067,4276,1,Medium,
20067,7814,1,Medium,
20067,7858,1,Medium,
20067,7859,1,Medium,
20067,1870,1,Medium,
20067,3497,1,Medium,
20067,7476,1,Medium,
