TF,TF,lp_label,confidence,mor
191,170,1,Medium,Activation
191,1018,1,Medium,Activation
191,628,1,Medium,Activation
191,193,1,Medium,Activation
191,233,1,Medium,Activation
191,712,1,Medium,Activation
191,273,1,Medium,Activation
191,1070,1,Medium,Activation
191,769,1,Medium,Activation
191,310,1,Medium,Activation
191,328,1,Medium,Activation
191,1103,1,Medium,Activation
191,351,1,Medium,Activation
191,362,1,Medium,Activation
191,869,1,Medium,Activation
191,1347,1,Medium,Activation
648,169,1,High,Activation
648,650,1,High,Activation
648,14,1,High,Activation
648,545,1,High,Activation
648,557,1,High,Activation
648,602,1,High,Activation
648,616,1,High,Activation
648,619,1,High,Activation
648,193,1,High,Activation
648,680,1,High,Activation
648,211,1,High,Activation
648,750,1,High,Activation
648,290,1,High,Activation
648,351,1,High,Activation
648,869,1,High,Activation
648,387,1,High,Activation
649,169,1,High,Activation
649,70,1,High,Activation
649,543,1,High,Activation
649,545,1,High,Activation
649,616,1,High,Activation
649,648,1,High,Activation
649,1038,1,High,Activation
649,240,1,High,Activation
649,350,1,High,Activation
193,169,1,High,Activation
193,545,1,High,Activation
193,351,1,High,Activation
193,399,1,High,Activation
193,469,1,High,Activation
193,88,1,High,Activation
193,96,1,High,Activation
193,511,1,High,Activation
193,543,1,High,Activation
193,210,1,High,Activation
193,708,1,High,Activation
193,798,1,High,Activation
650,169,1,High,Activation
650,3,1,Medium,Activation
650,4,1,Medium,Activation
650,931,1,Medium,Activation
650,428,1,Medium,Activation
650,53,1,Medium,Activation
650,936,1,Medium,Activation
650,955,1,Medium,Activation
650,485,1,Medium,Activation
650,496,1,Medium,Activation
650,963,1,Medium,Activation
650,965,1,Medium,Activation
650,505,1,Medium,Activation
650,967,1,Medium,Activation
650,972,1,Medium,Activation
650,535,1,Medium,Activation
650,543,1,Medium,Activation
650,984,1,Medium,Activation
650,550,1,Medium,Activation
650,551,1,Medium,Activation
650,598,1,Medium,Activation
650,1013,1,Medium,Activation
650,1014,1,Medium,Activation
650,608,1,Medium,Activation
650,611,1,Medium,Activation
650,619,1,Medium,Activation
650,1015,1,Medium,Activation
650,622,1,Medium,Activation
650,639,1,Medium,Activation
650,192,1,Medium,Activation
650,648,1,Medium,Activation
650,1028,1,Medium,Activation
650,676,1,Medium,Activation
650,206,1,Medium,Activation
650,210,1,Medium,Activation
650,688,1,Medium,Activation
650,217,1,Medium,Activation
650,699,1,Medium,Activation
650,254,1,Medium,Activation
650,256,1,Medium,Activation
650,293,1,Medium,Activation
650,774,1,Medium,Activation
650,775,1,Medium,Activation
650,780,1,Medium,Activation
650,784,1,Medium,Activation
650,1094,1,Medium,Activation
650,801,1,Medium,Activation
650,336,1,Medium,Activation
650,343,1,Medium,Activation
650,1117,1,Medium,Activation
650,358,1,Medium,Activation
650,838,1,Medium,Activation
650,854,1,Medium,Activation
650,385,1,Medium,Activation
650,1176,1,Medium,Activation
650,882,1,Medium,Activation
650,1210,1,Medium,Activation
650,1255,1,Medium,Activation
650,1330,1,Medium,Activation
651,88,1,High,Activation
651,512,1,High,Activation
651,527,1,High,Activation
651,545,1,High,Activation
651,215,1,High,Activation
651,216,1,High,Activation
651,273,1,High,Activation
651,351,1,High,Activation
651,1204,1,High,Activation
652,488,1,High,Activation
652,511,1,High,Activation
652,119,1,High,Activation
652,193,1,High,Activation
652,194,1,High,Activation
652,215,1,High,Activation
652,696,1,High,Activation
652,706,1,High,Activation
652,1204,1,High,Activation
652,1422,1,High,Activation
1021,3,1,Medium,Activation
1021,4,1,Medium,Activation
1021,413,1,Medium,Activation
1021,417,1,Medium,Activation
1021,929,1,Medium,Activation
1021,61,1,Medium,Activation
1021,456,1,Medium,Activation
1021,458,1,Medium,Activation
1021,952,1,Medium,Activation
1021,479,1,Medium,Activation
1021,96,1,Medium,Activation
1021,501,1,Medium,Activation
1021,506,1,Medium,Activation
1021,113,1,Medium,Activation
1021,114,1,Medium,Activation
1021,975,1,Medium,Activation
1021,527,1,Medium,Activation
1021,116,1,Medium,Activation
1021,544,1,Medium,Activation
1021,551,1,Medium,Activation
1021,552,1,Medium,Activation
1021,583,1,Medium,Activation
1021,600,1,Medium,Activation
1021,1018,1,Medium,Activation
1021,634,1,Medium,Activation
1021,176,1,Medium,Activation
1021,177,1,Medium,Activation
1021,663,1,Medium,Activation
1021,210,1,Medium,Activation
1021,213,1,Medium,Activation
1021,234,1,Medium,Activation
1021,705,1,Medium,Activation
1021,1049,1,Medium,Activation
1021,1050,1,Medium,Activation
1021,727,1,Medium,Activation
1021,254,1,Medium,Activation
1021,1071,1,Medium,Activation
1021,334,1,Medium,Activation
1021,342,1,Medium,Activation
1021,343,1,Medium,Activation
1021,346,1,Medium,Activation
1021,1114,1,Medium,Activation
1021,353,1,Medium,Activation
1021,1116,1,Medium,Activation
1021,1117,1,Medium,Activation
1021,360,1,Medium,Activation
1021,362,1,Medium,Activation
1021,374,1,Medium,Activation
1021,1138,1,Medium,Activation
1021,376,1,Medium,Activation
1021,857,1,Medium,Activation
1021,1176,1,Medium,Activation
1021,387,1,Medium,Activation
1022,924,1,Medium,Activation
1022,26,1,Medium,Activation
1022,446,1,Medium,Activation
1022,951,1,Medium,Activation
1022,470,1,Medium,Activation
1022,79,1,Medium,Activation
1022,83,1,Medium,Activation
1022,96,1,Medium,Activation
1022,497,1,Medium,Activation
1022,970,1,Medium,Activation
1022,108,1,Medium,Activation
1022,112,1,Medium,Activation
1022,551,1,Medium,Activation
1022,552,1,Medium,Activation
1022,1018,1,Medium,Activation
1022,628,1,Medium,Activation
1022,1023,1,Medium,Activation
1022,663,1,Medium,Activation
1022,232,1,Medium,Activation
1022,712,1,Medium,Activation
1022,252,1,Medium,Activation
1022,315,1,Medium,Activation
1022,326,1,Medium,Activation
1022,1096,1,Medium,Activation
1022,1099,1,Medium,Activation
1022,1100,1,Medium,Activation
1022,902,1,Medium,Activation
1022,1422,1,Medium,Activation
1023,35,1,High,Activation
1023,36,1,High,Activation
1023,910,1,Medium,Activation
1023,926,1,Medium,Activation
1023,929,1,Medium,Activation
1023,446,1,Medium,Activation
1023,469,1,Medium,Activation
1023,951,1,Medium,Activation
1023,470,1,Medium,Activation
1023,79,1,Medium,Activation
1023,955,1,Medium,Activation
1023,85,1,Medium,Activation
1023,488,1,Medium,Activation
1023,497,1,Medium,Activation
1023,961,1,Medium,Activation
1023,498,1,Medium,Activation
1023,970,1,Medium,Activation
1023,112,1,Medium,Activation
1023,113,1,Medium,Activation
1023,550,1,Medium,Activation
1023,559,1,Medium,Activation
1023,129,1,Medium,Activation
1023,145,1,Medium,Activation
1023,146,1,Medium,Activation
1023,162,1,Medium,Activation
1023,169,1,Medium,Activation
1023,618,1,Medium,Activation
1023,1018,1,Medium,Activation
1023,635,1,Medium,Activation
1023,193,1,Medium,Activation
1023,1022,1,Medium,Activation
1023,1026,1,Medium,Activation
1023,659,1,Medium,Activation
1023,216,1,Medium,Activation
1023,218,1,Medium,Activation
1023,232,1,Medium,Activation
1023,706,1,Medium,Activation
1023,708,1,Medium,Activation
1023,239,1,Medium,Activation
1023,1049,1,Medium,Activation
1023,1058,1,Medium,Activation
1023,741,1,Medium,Activation
1023,1064,1,Medium,Activation
1023,1070,1,Medium,Activation
1023,1071,1,Medium,Activation
1023,303,1,Medium,Activation
1023,308,1,Medium,Activation
1023,778,1,Medium,Activation
1023,1109,1,Medium,Activation
1023,820,1,Medium,Activation
1023,1114,1,Medium,Activation
1023,351,1,Medium,Activation
1023,353,1,Medium,Activation
1023,1120,1,Medium,Activation
1023,369,1,Medium,Activation
1023,1138,1,Medium,Activation
1023,388,1,Medium,Activation
1023,1186,1,Medium,Activation
1023,1204,1,Medium,Activation
1023,1304,1,Medium,Activation
1023,902,1,Medium,Activation
1023,1375,1,Medium,Activation
1023,1422,1,Medium,Activation
1023,1584,1,Medium,Activation
1023,1636,1,Medium,Activation
1024,927,1,Medium,Activation
1024,417,1,Medium,Activation
1024,38,1,Medium,Activation
1024,47,1,Medium,Activation
1024,65,1,Medium,Activation
1024,484,1,Medium,Activation
1024,973,1,Medium,Activation
1024,579,1,Medium,Activation
1024,1011,1,Medium,Activation
1024,175,1,Medium,Activation
1024,661,1,Medium,Activation
1024,707,1,Medium,Activation
1024,726,1,Medium,Activation
1024,1057,1,Medium,Activation
1024,277,1,Medium,Activation
1024,1088,1,Medium,Activation
1024,787,1,Medium,Activation
1024,1113,1,Medium,Activation
1024,1130,1,Medium,Activation
1024,1134,1,Medium,Activation
1024,1143,1,Medium,Activation
1024,1203,1,Medium,Activation
1024,1267,1,Medium,Activation
1024,1345,1,Medium,Activation
1024,1391,1,Medium,Activation
1024,1423,1,Medium,Activation
1024,1574,1,Medium,Activation
1025,906,1,Medium,Activation
1025,5,1,Medium,Activation
1025,399,1,Medium,Activation
1025,400,1,Medium,Activation
1025,11,1,Medium,Activation
1025,19,1,Medium,Activation
1025,408,1,Medium,Activation
1025,415,1,Medium,Activation
1025,419,1,Medium,Activation
1025,43,1,Medium,Activation
1025,45,1,Medium,Activation
1025,46,1,Medium,Activation
1025,53,1,Medium,Activation
1025,58,1,Medium,Activation
1025,459,1,Medium,Activation
1025,80,1,Medium,Activation
1025,81,1,Medium,Activation
1025,517,1,Medium,Activation
1025,977,1,Medium,Activation
1025,990,1,Medium,Activation
1025,599,1,Medium,Activation
1025,1013,1,Medium,Activation
1025,1015,1,Medium,Activation
1025,645,1,Medium,Activation
1025,647,1,Medium,Activation
1025,680,1,Medium,Activation
1025,681,1,Medium,Activation
1025,682,1,Medium,Activation
1025,212,1,Medium,Activation
1025,1039,1,Medium,Activation
1025,703,1,Medium,Activation
1025,750,1,Medium,Activation
1025,754,1,Medium,Activation
1025,1072,1,Medium,Activation
1025,288,1,Medium,Activation
1025,295,1,Medium,Activation
1025,1076,1,Medium,Activation
1025,313,1,Medium,Activation
1025,318,1,Medium,Activation
1025,323,1,Medium,Activation
1025,329,1,Medium,Activation
1025,332,1,Medium,Activation
1025,804,1,Medium,Activation
1025,813,1,Medium,Activation
1025,814,1,Medium,Activation
1025,825,1,Medium,Activation
1025,1119,1,Medium,Activation
1025,832,1,Medium,Activation
1025,844,1,Medium,Activation
1025,853,1,Medium,Activation
1025,856,1,Medium,Activation
1025,858,1,Medium,Activation
1025,862,1,Medium,Activation
1025,1149,1,Medium,Activation
1025,1153,1,Medium,Activation
1025,1164,1,Medium,Activation
1025,1169,1,Medium,Activation
1025,1205,1,Medium,Activation
1025,1218,1,Medium,Activation
1025,1234,1,Medium,Activation
1025,1239,1,Medium,Activation
1025,1240,1,Medium,Activation
1025,887,1,Medium,Activation
1025,1256,1,Medium,Activation
1025,1269,1,Medium,Activation
1025,1282,1,Medium,Activation
1025,894,1,Medium,Activation
1025,1296,1,Medium,Activation
1025,1307,1,Medium,Activation
1025,1313,1,Medium,Activation
1025,1322,1,Medium,Activation
1025,1325,1,Medium,Activation
1025,1326,1,Medium,Activation
1025,1340,1,Medium,Activation
1025,1344,1,Medium,Activation
1025,1348,1,Medium,Activation
1025,1353,1,Medium,Activation
1025,1354,1,Medium,Activation
1025,1356,1,Medium,Activation
1025,1358,1,Medium,Activation
1025,1385,1,Medium,Activation
1025,1394,1,Medium,Activation
1025,1410,1,Medium,Activation
1025,1419,1,Medium,Activation
1025,1420,1,Medium,Activation
1025,1430,1,Medium,Activation
1025,1434,1,Medium,Activation
1025,1439,1,Medium,Activation
1025,1444,1,Medium,Activation
1025,1450,1,Medium,Activation
1025,1478,1,Medium,Activation
1025,1489,1,Medium,Activation
1025,1498,1,Medium,Activation
1025,1506,1,Medium,Activation
1025,1543,1,Medium,Activation
1025,1545,1,Medium,Activation
1025,1547,1,Medium,Activation
1025,1601,1,Medium,Activation
1025,1607,1,Medium,Activation
1025,1623,1,Medium,Activation
1025,1629,1,Medium,Activation
1025,1632,1,Medium,Activation
1025,1635,1,Medium,Activation
1025,1637,1,Medium,Activation
1025,1643,1,Medium,Activation
1025,1644,1,Medium,Activation
1025,1646,1,Medium,Activation
194,398,1,High,Activation
194,36,1,High,Repression
194,321,1,High,Activation
1026,9,1,Medium,Activation
1026,27,1,Medium,Activation
1026,28,1,Medium,Activation
1026,42,1,Medium,Activation
1026,441,1,Medium,Activation
1026,521,1,Medium,Activation
1026,584,1,Medium,Activation
1026,1023,1,Medium,Activation
1026,1066,1,Medium,Activation
1026,1070,1,Medium,Activation
1026,774,1,Medium,Activation
1026,347,1,Medium,Activation
1026,1109,1,Medium,Activation
1026,354,1,Medium,Activation
1026,1136,1,Medium,Activation
1026,1138,1,Medium,Activation
660,398,1,Medium,Activation
660,913,1,Medium,Activation
660,927,1,Medium,Activation
660,38,1,Medium,Activation
660,42,1,Medium,Activation
660,438,1,Medium,Activation
660,62,1,Medium,Activation
660,69,1,Medium,Activation
660,71,1,Medium,Activation
660,486,1,Medium,Activation
660,511,1,Medium,Activation
660,976,1,Medium,Activation
660,532,1,Medium,Activation
660,534,1,Medium,Activation
660,537,1,Medium,Activation
660,117,1,Medium,Activation
660,555,1,Medium,Activation
660,992,1,Medium,Activation
660,580,1,Medium,Activation
660,178,1,Medium,Activation
660,643,1,Medium,Activation
660,653,1,Medium,Activation
660,668,1,Medium,Activation
660,721,1,Medium,Activation
660,254,1,Medium,Activation
660,271,1,Medium,Activation
660,273,1,Medium,Activation
660,279,1,Medium,Activation
660,306,1,Medium,Activation
660,792,1,Medium,Activation
660,342,1,Medium,Activation
660,833,1,Medium,Activation
660,375,1,Medium,Activation
660,871,1,Medium,Activation
660,1149,1,Medium,Activation
660,1180,1,Medium,Activation
660,1392,1,Medium,Activation
660,1397,1,Medium,Activation
660,1457,1,Medium,Activation
1027,1,1,Medium,Activation
1027,2,1,Medium,Activation
1027,405,1,Medium,Activation
1027,22,1,Medium,Activation
1027,23,1,Medium,Activation
1027,933,1,Medium,Activation
1027,442,1,Medium,Activation
1027,451,1,Medium,Activation
1027,78,1,Medium,Activation
1027,480,1,Medium,Activation
1027,92,1,Medium,Activation
1027,965,1,Medium,Activation
1027,971,1,Medium,Activation
1027,975,1,Medium,Activation
1027,978,1,Medium,Activation
1027,119,1,Medium,Activation
1027,544,1,Medium,Activation
1027,552,1,Medium,Activation
1027,588,1,Medium,Activation
1027,168,1,Medium,Activation
1027,604,1,Medium,Activation
1027,1016,1,Medium,Activation
1027,638,1,Medium,Activation
1027,172,1,Medium,Activation
1027,192,1,Medium,Activation
1027,646,1,Medium,Activation
1027,1028,1,Medium,Activation
1027,206,1,Medium,Activation
1027,1050,1,Medium,Activation
1027,728,1,Medium,Activation
1027,775,1,Medium,Activation
1027,804,1,Medium,Activation
1027,342,1,Medium,Activation
1027,343,1,Medium,Activation
1027,1116,1,Medium,Activation
1027,1117,1,Medium,Activation
1027,1122,1,Medium,Activation
1027,841,1,Medium,Activation
1027,853,1,Medium,Activation
1027,1138,1,Medium,Activation
1027,861,1,Medium,Activation
1027,1142,1,Medium,Activation
1027,1149,1,Medium,Activation
1027,1176,1,Medium,Activation
1027,878,1,Medium,Activation
1027,1618,1,Medium,Activation
661,928,1,Medium,Repression
661,33,1,Medium,Repression
661,426,1,Medium,Repression
661,38,1,Medium,Repression
661,509,1,Medium,Repression
661,553,1,Medium,Repression
661,579,1,Medium,Repression
661,1011,1,Medium,Repression
661,1024,1,Medium,Repression
661,700,1,Medium,Repression
661,273,1,Medium,Repression
661,342,1,Medium,Repression
661,1143,1,Medium,Repression
661,1226,1,Medium,Repression
1028,971,1,High,Repression
1028,23,1,High,Repression
1028,480,1,High,Repression
1028,505,1,High,Repression
1028,601,1,High,Repression
1028,633,1,High,Repression
1028,639,1,High,Repression
1028,646,1,High,Repression
1028,206,1,High,Repression
1028,283,1,High,Repression
1028,760,1,High,Repression
1028,784,1,High,Repression
1028,841,1,High,Repression
195,407,1,Medium,Activation
195,37,1,Medium,Activation
195,100,1,Medium,Activation
195,101,1,Medium,Activation
195,495,1,Medium,Activation
195,979,1,Medium,Activation
195,564,1,Medium,Activation
195,126,1,Medium,Activation
195,565,1,Medium,Activation
195,134,1,Medium,Activation
195,227,1,Medium,Activation
195,1051,1,Medium,Activation
195,1052,1,Medium,Activation
663,21,1,Medium,Repression
663,417,1,Medium,Repression
663,52,1,Medium,Repression
663,54,1,Medium,Repression
663,951,1,Medium,Repression
663,79,1,Medium,Repression
663,99,1,Medium,Repression
663,500,1,Medium,Repression
663,521,1,Medium,Repression
663,975,1,Medium,Repression
663,527,1,Medium,Repression
663,551,1,Medium,Repression
663,552,1,Medium,Repression
663,559,1,Medium,Repression
663,583,1,Medium,Repression
663,597,1,Medium,Repression
663,169,1,Medium,Repression
663,1021,1,Medium,Repression
663,1022,1,Medium,Repression
663,220,1,Medium,Repression
663,1050,1,Medium,Repression
663,727,1,Medium,Repression
663,251,1,Medium,Repression
663,1071,1,Medium,Repression
663,283,1,Medium,Repression
663,293,1,Medium,Repression
663,1085,1,Medium,Repression
663,784,1,Medium,Repression
663,315,1,Medium,Repression
663,320,1,Medium,Repression
663,326,1,Medium,Repression
663,1096,1,Medium,Repression
663,1099,1,Medium,Repression
663,1113,1,Medium,Repression
663,1116,1,Medium,Repression
663,857,1,Medium,Repression
663,1176,1,Medium,Repression
663,902,1,Medium,Repression
663,1391,1,Medium,Repression
664,571,1,Medium,Activation
668,5,1,Medium,Activation
668,399,1,Medium,Activation
668,11,1,Medium,Activation
668,422,1,Medium,Activation
668,433,1,Medium,Activation
668,43,1,Medium,Activation
668,45,1,Medium,Activation
668,937,1,Medium,Activation
668,58,1,Medium,Activation
668,59,1,Medium,Activation
668,467,1,Medium,Activation
668,78,1,Medium,Activation
668,81,1,Medium,Activation
668,489,1,Medium,Activation
668,976,1,Medium,Activation
668,977,1,Medium,Activation
668,535,1,Medium,Activation
668,539,1,Medium,Activation
668,119,1,Medium,Activation
668,555,1,Medium,Activation
668,604,1,Medium,Activation
668,613,1,Medium,Activation
668,638,1,Medium,Activation
668,179,1,Medium,Activation
668,186,1,Medium,Activation
668,645,1,Medium,Activation
668,660,1,Medium,Activation
668,666,1,Medium,Activation
668,205,1,Medium,Activation
668,681,1,Medium,Activation
668,682,1,Medium,Activation
668,212,1,Medium,Activation
668,219,1,Medium,Activation
668,231,1,Medium,Activation
668,722,1,Medium,Activation
668,728,1,Medium,Activation
668,741,1,Medium,Activation
668,276,1,Medium,Activation
668,1072,1,Medium,Activation
668,306,1,Medium,Activation
668,787,1,Medium,Activation
668,318,1,Medium,Activation
668,793,1,Medium,Activation
668,329,1,Medium,Activation
668,340,1,Medium,Activation
668,1125,1,Medium,Activation
668,380,1,Medium,Activation
668,867,1,Medium,Activation
668,384,1,Medium,Activation
668,1149,1,Medium,Activation
668,1153,1,Medium,Activation
668,1159,1,Medium,Activation
668,1163,1,Medium,Activation
668,1167,1,Medium,Activation
668,878,1,Medium,Activation
668,1209,1,Medium,Activation
668,1218,1,Medium,Activation
668,1229,1,Medium,Activation
668,1258,1,Medium,Activation
668,1294,1,Medium,Activation
668,1301,1,Medium,Activation
668,1305,1,Medium,Activation
668,1341,1,Medium,Activation
668,1354,1,Medium,Activation
668,1392,1,Medium,Activation
668,1420,1,Medium,Activation
668,1450,1,Medium,Activation
668,1478,1,Medium,Activation
668,1491,1,Medium,Activation
668,1573,1,Medium,Activation
668,1581,1,Medium,Activation
668,1602,1,Medium,Activation
668,1615,1,Medium,Activation
668,1634,1,Medium,Activation
668,1637,1,Medium,Activation
669,14,1,Medium,Repression
669,24,1,Medium,Repression
669,35,1,Medium,Repression
669,63,1,Medium,Repression
669,478,1,Medium,Repression
669,480,1,Medium,Repression
669,89,1,Medium,Repression
669,494,1,Medium,Repression
669,972,1,Medium,Repression
669,528,1,Medium,Repression
669,122,1,Medium,Repression
669,1014,1,Medium,Repression
669,637,1,Medium,Repression
669,640,1,Medium,Repression
669,687,1,Medium,Repression
669,214,1,Medium,Repression
669,689,1,Medium,Repression
669,272,1,Medium,Repression
669,748,1,Medium,Repression
669,292,1,Medium,Repression
669,1078,1,Medium,Repression
669,798,1,Medium,Repression
669,837,1,Medium,Repression
669,841,1,Medium,Repression
669,361,1,Medium,Repression
669,368,1,Medium,Repression
669,846,1,Medium,Repression
669,377,1,Medium,Repression
669,865,1,Medium,Repression
669,1144,1,Medium,Repression
669,1157,1,Medium,Repression
669,1172,1,Medium,Repression
669,1184,1,Medium,Repression
669,880,1,Medium,Repression
669,1227,1,Medium,Repression
669,895,1,Medium,Repression
669,1298,1,Medium,Repression
669,1330,1,Medium,Repression
669,1388,1,Medium,Repression
669,1535,1,Medium,Repression
1029,449,1,Medium,Repression
1029,457,1,Medium,Repression
1029,466,1,Medium,Repression
1029,485,1,Medium,Repression
1029,973,1,Medium,Repression
1029,540,1,Medium,Repression
1029,560,1,Medium,Repression
1029,566,1,Medium,Repression
1029,151,1,Medium,Repression
1029,157,1,Medium,Repression
1029,161,1,Medium,Repression
1029,620,1,Medium,Repression
1029,649,1,Medium,Repression
1029,205,1,Medium,Repression
1029,212,1,Medium,Repression
1029,264,1,Medium,Repression
1029,307,1,Medium,Repression
1029,1091,1,Medium,Repression
1029,1121,1,Medium,Repression
1029,374,1,Medium,Repression
1029,377,1,Medium,Repression
1029,378,1,Medium,Repression
1029,386,1,Medium,Repression
1029,1177,1,Medium,Repression
1029,1208,1,Medium,Repression
1029,892,1,Medium,Repression
1029,1291,1,Medium,Repression
1029,1299,1,Medium,Repression
1029,1320,1,Medium,Repression
1029,1531,1,Medium,Repression
1029,1544,1,Medium,Repression
1029,904,1,Medium,Repression
670,916,1,Medium,Activation
670,428,1,Medium,Activation
670,433,1,Medium,Activation
670,442,1,Medium,Activation
670,57,1,Medium,Activation
670,450,1,Medium,Activation
670,475,1,Medium,Activation
670,482,1,Medium,Activation
670,89,1,Medium,Activation
670,108,1,Medium,Activation
670,973,1,Medium,Activation
670,541,1,Medium,Activation
670,118,1,Medium,Activation
670,986,1,Medium,Activation
670,557,1,Medium,Activation
670,560,1,Medium,Activation
670,567,1,Medium,Activation
670,591,1,Medium,Activation
670,593,1,Medium,Activation
670,601,1,Medium,Activation
670,611,1,Medium,Activation
670,622,1,Medium,Activation
670,641,1,Medium,Activation
670,1019,1,Medium,Activation
670,684,1,Medium,Activation
670,219,1,Medium,Activation
670,691,1,Medium,Activation
670,233,1,Medium,Activation
670,697,1,Medium,Activation
670,721,1,Medium,Activation
670,1053,1,Medium,Activation
670,1057,1,Medium,Activation
670,753,1,Medium,Activation
670,285,1,Medium,Activation
670,306,1,Medium,Activation
670,1088,1,Medium,Activation
670,1093,1,Medium,Activation
670,1094,1,Medium,Activation
670,346,1,Medium,Activation
670,359,1,Medium,Activation
670,1134,1,Medium,Activation
670,838,1,Medium,Activation
670,369,1,Medium,Activation
670,379,1,Medium,Activation
670,1158,1,Medium,Activation
670,1175,1,Medium,Activation
670,1259,1,Medium,Activation
670,1267,1,Medium,Activation
670,1346,1,Medium,Activation
670,1359,1,Medium,Activation
670,1418,1,Medium,Activation
670,1423,1,Medium,Activation
670,1468,1,Medium,Activation
670,1469,1,Medium,Activation
670,1483,1,Medium,Activation
670,1509,1,Medium,Activation
670,1560,1,Medium,Activation
670,1578,1,Medium,Activation
672,400,1,High,Repression
672,401,1,High,Repression
672,445,1,High,Repression
672,965,1,High,Repression
672,967,1,High,Repression
672,105,1,High,Repression
672,543,1,High,Repression
672,589,1,High,Repression
672,601,1,High,Repression
672,606,1,High,Repression
672,612,1,High,Repression
672,688,1,High,Repression
672,214,1,High,Repression
672,305,1,High,Repression
672,312,1,High,Repression
672,841,1,High,Repression
672,384,1,High,Repression
197,19,1,Medium,Activation
197,483,1,Medium,Activation
197,982,1,Medium,Activation
197,608,1,Medium,Activation
197,211,1,Medium,Activation
197,296,1,Medium,Activation
197,298,1,Medium,Activation
197,1102,1,Medium,Activation
197,341,1,Medium,Activation
197,822,1,Medium,Activation
197,860,1,Medium,Activation
198,196,1,High,Activation
198,399,1,High,Activation
198,511,1,High,Activation
199,30,1,High,Activation
199,1030,1,High,Activation
199,1144,1,High,Activation
199,1642,1,High,Activation
1030,915,1,Medium,Activation
1030,412,1,Medium,Activation
1030,414,1,Medium,Activation
1030,923,1,Medium,Activation
1030,431,1,Medium,Activation
1030,38,1,Medium,Activation
1030,60,1,Medium,Activation
1030,947,1,Medium,Activation
1030,478,1,Medium,Activation
1030,508,1,Medium,Activation
1030,979,1,Medium,Activation
1030,983,1,Medium,Activation
1030,158,1,Medium,Activation
1030,159,1,Medium,Activation
1030,1008,1,Medium,Activation
1030,1010,1,Medium,Activation
1030,166,1,Medium,Activation
1030,615,1,Medium,Activation
1030,178,1,Medium,Activation
1030,196,1,Medium,Activation
1030,692,1,Medium,Activation
1030,1043,1,Medium,Activation
1030,1051,1,Medium,Activation
1030,1052,1,Medium,Activation
1030,301,1,Medium,Activation
1030,1097,1,Medium,Activation
1030,371,1,Medium,Activation
1030,1147,1,Medium,Activation
1030,1314,1,Medium,Activation
1030,1378,1,Medium,Activation
1030,1550,1,Medium,Activation
1030,1556,1,Medium,Activation
202,397,1,Medium,Activation
202,570,1,Medium,Activation
202,623,1,Medium,Activation
202,203,1,Medium,Activation
202,204,1,Medium,Activation
202,693,1,Medium,Activation
202,228,1,Medium,Activation
202,736,1,Medium,Activation
202,883,1,Medium,Activation
1031,757,1,High,Activation
1031,399,1,High,Activation
1031,401,1,High,Activation
1031,20,1,High,Activation
1031,23,1,High,Activation
1031,927,1,High,Activation
1031,32,1,High,Activation
1031,426,1,High,Activation
1031,933,1,High,Activation
1031,442,1,High,Activation
1031,458,1,High,Activation
1031,466,1,High,Activation
1031,479,1,High,Activation
1031,965,1,High,Activation
1031,505,1,High,Activation
1031,105,1,High,Activation
1031,108,1,High,Activation
1031,526,1,High,Activation
1031,539,1,High,Activation
1031,543,1,High,Activation
1031,544,1,High,Activation
1031,588,1,High,Activation
1031,166,1,High,Activation
1031,601,1,High,Activation
1031,613,1,High,Activation
1031,622,1,High,Activation
1031,634,1,High,Activation
1031,174,1,High,Activation
1031,646,1,High,Activation
1031,1027,1,High,Activation
1031,661,1,High,Activation
1031,206,1,High,Activation
1031,683,1,High,Activation
1031,215,1,High,Activation
1031,217,1,High,Activation
1031,218,1,High,Activation
1031,709,1,High,Activation
1031,254,1,High,Activation
1031,283,1,High,Activation
1031,763,1,High,Activation
1031,302,1,High,Activation
1031,776,1,High,Activation
1031,312,1,High,Activation
1031,792,1,High,Activation
1031,801,1,High,Activation
1031,334,1,High,Activation
1031,335,1,High,Activation
1031,340,1,High,Activation
1031,342,1,High,Activation
1031,344,1,High,Activation
1031,346,1,High,Activation
1031,350,1,High,Activation
1031,838,1,High,Activation
1031,1177,1,High,Activation
1031,1180,1,High,Activation
1031,388,1,High,Activation
1031,881,1,High,Activation
1031,1203,1,High,Activation
1031,1299,1,High,Activation
1031,1534,1,High,Activation
203,119,1,High,Activation
203,646,1,High,Activation
203,283,1,High,Activation
203,1184,1,High,Activation
204,397,1,Medium,Activation
204,944,1,Medium,Activation
204,948,1,Medium,Activation
204,953,1,Medium,Activation
204,481,1,Medium,Activation
204,959,1,Medium,Activation
204,571,1,Medium,Activation
204,1012,1,Medium,Activation
204,202,1,Medium,Activation
204,203,1,Medium,Activation
204,720,1,Medium,Activation
204,736,1,Medium,Activation
204,745,1,Medium,Activation
204,1089,1,Medium,Activation
204,884,1,Medium,Activation
1032,928,1,Medium,Activation
1032,521,1,Medium,Activation
1032,564,1,Medium,Activation
1032,640,1,Medium,Activation
1032,705,1,Medium,Activation
1032,321,1,Medium,Activation
1033,403,1,Medium,Activation
1033,1005,1,Medium,Activation
1033,1034,1,Medium,Activation
1033,207,1,Medium,Activation
1033,227,1,Medium,Activation
1033,1081,1,Medium,Activation
1033,1211,1,Medium,Activation
