TF,TF,lp_label,confidence,mor
1130,560,1,Medium,Activation
1130,124,1,Medium,Activation
1130,577,1,Medium,Activation
1130,180,1,Medium,Activation
1130,641,1,Medium,Activation
1130,1019,1,Medium,Activation
1130,646,1,Medium,Activation
1130,1024,1,Medium,Activation
1130,660,1,Medium,Activation
1130,684,1,Medium,Activation
1130,222,1,Medium,Activation
1130,1042,1,Medium,Activation
1130,699,1,Medium,Activation
1130,707,1,Medium,Activation
1130,726,1,Medium,Activation
1130,729,1,Medium,Activation
1130,1057,1,Medium,Activation
1130,279,1,Medium,Activation
1130,305,1,Medium,Activation
1130,770,1,Medium,Activation
1130,782,1,Medium,Activation
1130,790,1,Medium,Activation
1130,816,1,Medium,Activation
1130,350,1,Medium,Activation
1130,836,1,Medium,Activation
1130,1127,1,Medium,Activation
1130,1129,1,Medium,Activation
1130,1133,1,Medium,Activation
1130,838,1,Medium,Activation
1130,851,1,Medium,Activation
1130,375,1,Medium,Activation
1130,867,1,Medium,Activation
1130,1142,1,Medium,Activation
1130,872,1,Medium,Activation
1130,873,1,Medium,Activation
1130,1174,1,Medium,Activation
1130,878,1,Medium,Activation
1130,1267,1,Medium,Activation
1130,1306,1,Medium,Activation
1130,1345,1,Medium,Activation
1130,1396,1,Medium,Activation
1130,1423,1,Medium,Activation
1130,1467,1,Medium,Activation
1130,1469,1,Medium,Activation
1130,1502,1,Medium,Activation
1130,1510,1,Medium,Activation
1130,1523,1,Medium,Activation
1130,1571,1,Medium,Activation
1130,1580,1,Medium,Activation
1130,1589,1,Medium,Activation
1131,13,1,Medium,Activation
1131,409,1,Medium,Activation
1131,437,1,Medium,Activation
1131,439,1,Medium,Activation
1131,517,1,Medium,Activation
1131,530,1,Medium,Activation
1131,1004,1,Medium,Activation
1131,603,1,Medium,Activation
1131,1031,1,Medium,Activation
1131,298,1,Medium,Activation
1131,313,1,Medium,Activation
1131,331,1,Medium,Activation
1131,332,1,Medium,Activation
1131,1118,1,Medium,Activation
1131,1132,1,Medium,Activation
1131,862,1,Medium,Activation
1131,863,1,Medium,Activation
1131,1170,1,Medium,Activation
1131,1173,1,Medium,Activation
1131,1179,1,Medium,Activation
1131,1193,1,Medium,Activation
1131,1234,1,Medium,Activation
1131,1236,1,Medium,Activation
1131,1240,1,Medium,Activation
1131,887,1,Medium,Activation
1131,1250,1,Medium,Activation
1131,1252,1,Medium,Activation
1131,1256,1,Medium,Activation
1131,1268,1,Medium,Activation
1131,1274,1,Medium,Activation
1131,894,1,Medium,Activation
1131,1284,1,Medium,Activation
1131,1292,1,Medium,Activation
1131,1304,1,Medium,Activation
1131,1326,1,Medium,Activation
1131,1365,1,Medium,Activation
1131,1410,1,Medium,Activation
1131,1411,1,Medium,Activation
1131,1455,1,Medium,Activation
1131,1456,1,Medium,Activation
1131,1458,1,Medium,Activation
1131,1491,1,Medium,Activation
1131,1492,1,Medium,Activation
1131,1500,1,Medium,Activation
1131,1501,1,Medium,Activation
1131,1504,1,Medium,Activation
1131,1506,1,Medium,Activation
1131,1646,1,Medium,Activation
1132,19,1,Medium,Activation
1132,30,1,Medium,Activation
1132,420,1,Medium,Activation
1132,437,1,Medium,Activation
1132,517,1,Medium,Activation
1132,1004,1,Medium,Activation
1132,622,1,Medium,Activation
1132,647,1,Medium,Activation
1132,261,1,Medium,Activation
1132,754,1,Medium,Activation
1132,298,1,Medium,Activation
1132,1083,1,Medium,Activation
1132,332,1,Medium,Activation
1132,813,1,Medium,Activation
1132,817,1,Medium,Activation
1132,1118,1,Medium,Activation
1132,1131,1,Medium,Activation
1132,1150,1,Medium,Activation
1132,1161,1,Medium,Activation
1132,1165,1,Medium,Activation
1132,1170,1,Medium,Activation
1132,1183,1,Medium,Activation
1132,1188,1,Medium,Activation
1132,1192,1,Medium,Activation
1132,1195,1,Medium,Activation
1132,1200,1,Medium,Activation
1132,1216,1,Medium,Activation
1132,887,1,Medium,Activation
1132,1245,1,Medium,Activation
1132,889,1,Medium,Activation
1132,1254,1,Medium,Activation
1132,1256,1,Medium,Activation
1132,1272,1,Medium,Activation
1132,1273,1,Medium,Activation
1132,1276,1,Medium,Activation
1132,1280,1,Medium,Activation
1132,1284,1,Medium,Activation
1132,1288,1,Medium,Activation
1132,1296,1,Medium,Activation
1132,1304,1,Medium,Activation
1132,1313,1,Medium,Activation
1132,1317,1,Medium,Activation
1132,1326,1,Medium,Activation
1132,1334,1,Medium,Activation
1132,1335,1,Medium,Activation
1132,1339,1,Medium,Activation
1132,1344,1,Medium,Activation
1132,900,1,Medium,Activation
1132,1352,1,Medium,Activation
1132,1353,1,Medium,Activation
1132,1362,1,Medium,Activation
1132,1368,1,Medium,Activation
1132,1379,1,Medium,Activation
1132,1389,1,Medium,Activation
1132,1402,1,Medium,Activation
1132,1410,1,Medium,Activation
1132,1411,1,Medium,Activation
1132,1419,1,Medium,Activation
1132,1428,1,Medium,Activation
1132,1436,1,Medium,Activation
1132,1460,1,Medium,Activation
1132,1461,1,Medium,Activation
1132,1473,1,Medium,Activation
1132,1479,1,Medium,Activation
1132,1481,1,Medium,Activation
1132,1483,1,Medium,Activation
1132,1486,1,Medium,Activation
1132,1495,1,Medium,Activation
1132,1497,1,Medium,Activation
1132,1498,1,Medium,Activation
1132,1501,1,Medium,Activation
1132,1515,1,Medium,Activation
1132,1517,1,Medium,Activation
1132,1527,1,Medium,Activation
1132,1545,1,Medium,Activation
1132,1553,1,Medium,Activation
1132,1557,1,Medium,Activation
1132,1569,1,Medium,Activation
1132,1570,1,Medium,Activation
1132,1579,1,Medium,Activation
1132,1582,1,Medium,Activation
1132,1592,1,Medium,Activation
1132,1612,1,Medium,Activation
1132,1629,1,Medium,Activation
1132,1636,1,Medium,Activation
1132,1645,1,Medium,Activation
1133,36,1,High,Activation
1133,395,1,Medium,Activation
1133,927,1,Medium,Activation
1133,57,1,Medium,Activation
1133,940,1,Medium,Activation
1133,450,1,Medium,Activation
1133,466,1,Medium,Activation
1133,952,1,Medium,Activation
1133,532,1,Medium,Activation
1133,537,1,Medium,Activation
1133,556,1,Medium,Activation
1133,560,1,Medium,Activation
1133,577,1,Medium,Activation
1133,151,1,Medium,Activation
1133,1019,1,Medium,Activation
1133,665,1,Medium,Activation
1133,699,1,Medium,Activation
1133,729,1,Medium,Activation
1133,1057,1,Medium,Activation
1133,1060,1,Medium,Activation
1133,297,1,Medium,Activation
1133,307,1,Medium,Activation
1133,770,1,Medium,Activation
1133,775,1,Medium,Activation
1133,783,1,Medium,Activation
1133,1088,1,Medium,Activation
1133,1091,1,Medium,Activation
1133,1095,1,Medium,Activation
1133,835,1,Medium,Activation
1133,1127,1,Medium,Activation
1133,1129,1,Medium,Activation
1133,1130,1,Medium,Activation
1133,369,1,Medium,Activation
1133,851,1,Medium,Activation
1133,374,1,Medium,Activation
1133,379,1,Medium,Activation
1133,1174,1,Medium,Activation
1133,1203,1,Medium,Activation
1133,1247,1,Medium,Activation
1133,1259,1,Medium,Activation
1133,1264,1,Medium,Activation
1133,1293,1,Medium,Activation
1133,1306,1,Medium,Activation
1133,1324,1,Medium,Activation
1133,897,1,Medium,Activation
1133,1336,1,Medium,Activation
1133,1345,1,Medium,Activation
1133,1346,1,Medium,Activation
1133,1357,1,Medium,Activation
1133,1359,1,Medium,Activation
1133,903,1,Medium,Activation
1133,1383,1,Medium,Activation
1133,1396,1,Medium,Activation
1133,1406,1,Medium,Activation
1133,1415,1,Medium,Activation
1133,1418,1,Medium,Activation
1133,1423,1,Medium,Activation
1133,1462,1,Medium,Activation
1133,1464,1,Medium,Activation
1133,1467,1,Medium,Activation
1133,1468,1,Medium,Activation
1133,1472,1,Medium,Activation
1133,1502,1,Medium,Activation
1133,1510,1,Medium,Activation
1133,1534,1,Medium,Activation
1133,1535,1,Medium,Activation
1133,1568,1,Medium,Activation
1133,1571,1,Medium,Activation
1133,1574,1,Medium,Activation
1133,1578,1,Medium,Activation
1133,1580,1,Medium,Activation
1133,1586,1,Medium,Activation
1133,1611,1,Medium,Activation
1133,1618,1,Medium,Activation
1134,395,1,Medium,Activation
1134,20,1,Medium,Activation
1134,47,1,Medium,Activation
1134,55,1,Medium,Activation
1134,447,1,Medium,Activation
1134,475,1,Medium,Activation
1134,484,1,Medium,Activation
1134,92,1,Medium,Activation
1134,973,1,Medium,Activation
1134,541,1,Medium,Activation
1134,593,1,Medium,Activation
1134,1024,1,Medium,Activation
1134,670,1,Medium,Activation
1134,684,1,Medium,Activation
1134,218,1,Medium,Activation
1134,225,1,Medium,Activation
1134,1054,1,Medium,Activation
1134,726,1,Medium,Activation
1134,263,1,Medium,Activation
1134,1057,1,Medium,Activation
1134,277,1,Medium,Activation
1134,297,1,Medium,Activation
1134,306,1,Medium,Activation
1134,776,1,Medium,Activation
1134,782,1,Medium,Activation
1134,1088,1,Medium,Activation
1134,1093,1,Medium,Activation
1134,345,1,Medium,Activation
1134,810,1,Medium,Activation
1134,816,1,Medium,Activation
1134,1127,1,Medium,Activation
1134,1129,1,Medium,Activation
1134,369,1,Medium,Activation
1134,1136,1,Medium,Activation
1134,379,1,Medium,Activation
1134,1154,1,Medium,Activation
1134,1185,1,Medium,Activation
1134,1196,1,Medium,Activation
1134,1264,1,Medium,Activation
1134,1267,1,Medium,Activation
1134,1323,1,Medium,Activation
1134,1337,1,Medium,Activation
1134,1346,1,Medium,Activation
1134,1372,1,Medium,Activation
1134,1418,1,Medium,Activation
1134,1423,1,Medium,Activation
1134,1463,1,Medium,Activation
1134,1537,1,Medium,Activation
1134,1559,1,Medium,Activation
1134,1571,1,Medium,Activation
1134,1574,1,Medium,Activation
1134,1578,1,Medium,Activation
1134,1584,1,Medium,Activation
1134,1598,1,Medium,Activation
1134,1609,1,Medium,Activation
1135,19,1,Medium,Activation
1135,30,1,Medium,Activation
1135,439,1,Medium,Activation
1135,517,1,Medium,Activation
1135,1004,1,Medium,Activation
1135,1031,1,Medium,Activation
1135,1074,1,Medium,Activation
1135,332,1,Medium,Activation
1135,832,1,Medium,Activation
1135,1125,1,Medium,Activation
1135,1128,1,Medium,Activation
1135,1152,1,Medium,Activation
1135,1195,1,Medium,Activation
1135,1200,1,Medium,Activation
1135,1219,1,Medium,Activation
1135,1235,1,Medium,Activation
1135,1237,1,Medium,Activation
1135,1249,1,Medium,Activation
1135,1250,1,Medium,Activation
1135,1252,1,Medium,Activation
1135,1254,1,Medium,Activation
1135,1262,1,Medium,Activation
1135,1265,1,Medium,Activation
1135,894,1,Medium,Activation
1135,1287,1,Medium,Activation
1135,1292,1,Medium,Activation
1135,1304,1,Medium,Activation
1135,1325,1,Medium,Activation
1135,1358,1,Medium,Activation
1135,1377,1,Medium,Activation
1135,1381,1,Medium,Activation
1135,1395,1,Medium,Activation
1135,1403,1,Medium,Activation
1135,1419,1,Medium,Activation
1135,1426,1,Medium,Activation
1135,1432,1,Medium,Activation
1135,1436,1,Medium,Activation
1135,1456,1,Medium,Activation
1135,1473,1,Medium,Activation
1135,1485,1,Medium,Activation
1135,1493,1,Medium,Activation
1135,1496,1,Medium,Activation
1135,1524,1,Medium,Activation
1135,1551,1,Medium,Activation
1135,1579,1,Medium,Activation
1135,1583,1,Medium,Activation
1135,1596,1,Medium,Activation
1135,1604,1,Medium,Activation
1135,1605,1,Medium,Activation
1135,1612,1,Medium,Activation
1135,1614,1,Medium,Activation
1135,1620,1,Medium,Activation
1135,1625,1,Medium,Activation
1135,1636,1,Medium,Activation
838,66,1,High,Activation
838,72,1,High,Activation
838,4,1,Medium,Activation
838,7,1,Medium,Activation
838,930,1,Medium,Activation
838,428,1,Medium,Activation
838,447,1,Medium,Activation
838,68,1,Medium,Activation
838,475,1,Medium,Activation
838,99,1,Medium,Activation
838,963,1,Medium,Activation
838,510,1,Medium,Activation
838,113,1,Medium,Activation
838,528,1,Medium,Activation
838,541,1,Medium,Activation
838,543,1,Medium,Activation
838,122,1,Medium,Activation
838,553,1,Medium,Activation
838,123,1,Medium,Activation
838,587,1,Medium,Activation
838,593,1,Medium,Activation
838,600,1,Medium,Activation
838,622,1,Medium,Activation
838,173,1,Medium,Activation
838,180,1,Medium,Activation
838,650,1,Medium,Activation
838,667,1,Medium,Activation
838,670,1,Medium,Activation
838,688,1,Medium,Activation
838,217,1,Medium,Activation
838,218,1,Medium,Activation
838,236,1,Medium,Activation
838,706,1,Medium,Activation
838,1053,1,Medium,Activation
838,724,1,Medium,Activation
838,271,1,Medium,Activation
838,272,1,Medium,Activation
838,278,1,Medium,Activation
838,306,1,Medium,Activation
838,1080,1,Medium,Activation
838,1088,1,Medium,Activation
838,1093,1,Medium,Activation
838,1094,1,Medium,Activation
838,347,1,Medium,Activation
838,830,1,Medium,Activation
838,831,1,Medium,Activation
838,1127,1,Medium,Activation
838,1130,1,Medium,Activation
838,1134,1,Medium,Activation
838,369,1,Medium,Activation
838,1136,1,Medium,Activation
838,859,1,Medium,Activation
838,1148,1,Medium,Activation
838,1158,1,Medium,Activation
838,1168,1,Medium,Activation
838,1210,1,Medium,Activation
838,1346,1,Medium,Activation
838,1375,1,Medium,Activation
838,1406,1,Medium,Activation
838,1494,1,Medium,Activation
838,1578,1,Medium,Activation
838,1618,1,Medium,Activation
839,66,1,High,Activation
839,661,1,High,Activation
839,6,1,Medium,Activation
839,27,1,Medium,Activation
839,420,1,Medium,Activation
839,934,1,Medium,Activation
839,469,1,Medium,Activation
839,79,1,Medium,Activation
839,967,1,Medium,Activation
839,512,1,Medium,Activation
839,545,1,Medium,Activation
839,123,1,Medium,Activation
839,629,1,Medium,Activation
839,194,1,Medium,Activation
839,672,1,Medium,Activation
839,679,1,Medium,Activation
839,688,1,Medium,Activation
839,215,1,Medium,Activation
839,239,1,Medium,Activation
839,1049,1,Medium,Activation
839,724,1,Medium,Activation
839,259,1,Medium,Activation
839,300,1,Medium,Activation
839,768,1,Medium,Activation
839,781,1,Medium,Activation
839,796,1,Medium,Activation
839,347,1,Medium,Activation
839,828,1,Medium,Activation
839,359,1,Medium,Activation
839,866,1,Medium,Activation
839,1166,1,Medium,Activation
839,1168,1,Medium,Activation
839,387,1,Medium,Activation
839,1204,1,Medium,Activation
839,885,1,Medium,Activation
839,1415,1,Medium,Activation
365,403,1,Medium,Activation
365,407,1,Medium,Activation
365,29,1,Medium,Activation
365,37,1,Medium,Activation
365,944,1,Medium,Activation
365,948,1,Medium,Activation
365,949,1,Medium,Activation
365,959,1,Medium,Activation
365,101,1,Medium,Activation
365,495,1,Medium,Activation
365,508,1,Medium,Activation
365,520,1,Medium,Activation
365,125,1,Medium,Activation
365,565,1,Medium,Activation
365,134,1,Medium,Activation
365,575,1,Medium,Activation
365,1009,1,Medium,Activation
365,595,1,Medium,Activation
365,1012,1,Medium,Activation
365,203,1,Medium,Activation
365,227,1,Medium,Activation
365,694,1,Medium,Activation
365,235,1,Medium,Activation
365,237,1,Medium,Activation
365,720,1,Medium,Activation
365,1052,1,Medium,Activation
365,244,1,Medium,Activation
365,1089,1,Medium,Activation
365,1092,1,Medium,Activation
365,1139,1,Medium,Activation
365,381,1,Medium,Activation
365,1206,1,Medium,Activation
365,884,1,Medium,Activation
370,22,1,High,Activation
370,158,1,High,Activation
370,167,1,High,Activation
370,748,1,High,Activation
370,773,1,High,Activation
370,865,1,High,Activation
371,10,1,High,Activation
371,927,1,High,Activation
371,508,1,High,Activation
371,372,1,High,Activation
372,505,1,High,Activation
372,744,1,High,Activation
372,351,1,High,Activation
847,36,1,High,Activation
847,6,1,Medium,Activation
847,18,1,Medium,Activation
847,414,1,Medium,Activation
847,923,1,Medium,Activation
847,926,1,Medium,Activation
847,929,1,Medium,Activation
847,932,1,Medium,Activation
847,34,1,Medium,Activation
847,39,1,Medium,Activation
847,440,1,Medium,Activation
847,938,1,Medium,Activation
847,447,1,Medium,Activation
847,449,1,Medium,Activation
847,459,1,Medium,Activation
847,470,1,Medium,Activation
847,475,1,Medium,Activation
847,484,1,Medium,Activation
847,970,1,Medium,Activation
847,112,1,Medium,Activation
847,113,1,Medium,Activation
847,114,1,Medium,Activation
847,973,1,Medium,Activation
847,117,1,Medium,Activation
847,558,1,Medium,Activation
847,991,1,Medium,Activation
847,999,1,Medium,Activation
847,162,1,Medium,Activation
847,596,1,Medium,Activation
847,608,1,Medium,Activation
847,634,1,Medium,Activation
847,635,1,Medium,Activation
847,173,1,Medium,Activation
847,175,1,Medium,Activation
847,180,1,Medium,Activation
847,667,1,Medium,Activation
847,215,1,Medium,Activation
847,232,1,Medium,Activation
847,1055,1,Medium,Activation
847,1058,1,Medium,Activation
847,285,1,Medium,Activation
847,286,1,Medium,Activation
847,288,1,Medium,Activation
847,303,1,Medium,Activation
847,797,1,Medium,Activation
847,345,1,Medium,Activation
847,1112,1,Medium,Activation
847,826,1,Medium,Activation
847,351,1,Medium,Activation
847,1120,1,Medium,Activation
847,1121,1,Medium,Activation
847,369,1,Medium,Activation
847,371,1,Medium,Activation
847,373,1,Medium,Activation
847,1144,1,Medium,Activation
847,1154,1,Medium,Activation
847,875,1,Medium,Activation
847,1188,1,Medium,Activation
847,1196,1,Medium,Activation
847,1224,1,Medium,Activation
847,1226,1,Medium,Activation
847,1282,1,Medium,Activation
847,1286,1,Medium,Activation
847,1350,1,Medium,Activation
847,1390,1,Medium,Activation
847,1421,1,Medium,Activation
847,1422,1,Medium,Activation
847,1463,1,Medium,Activation
847,1477,1,Medium,Activation
847,1494,1,Medium,Activation
847,1499,1,Medium,Activation
847,1578,1,Medium,Activation
847,1616,1,Medium,Activation
847,1627,1,Medium,Activation
852,394,1,Medium,Repression
852,922,1,Medium,Repression
852,929,1,Medium,Repression
852,49,1,Medium,Repression
852,59,1,Medium,Repression
852,80,1,Medium,Repression
852,488,1,Medium,Repression
852,511,1,Medium,Repression
852,114,1,Medium,Repression
852,527,1,Medium,Repression
852,545,1,Medium,Repression
852,982,1,Medium,Repression
852,122,1,Medium,Repression
852,1001,1,Medium,Repression
852,1026,1,Medium,Repression
852,686,1,Medium,Repression
852,216,1,Medium,Repression
852,231,1,Medium,Repression
852,1070,1,Medium,Repression
852,290,1,Medium,Repression
852,302,1,Medium,Repression
852,788,1,Medium,Repression
852,795,1,Medium,Repression
852,796,1,Medium,Repression
852,825,1,Medium,Repression
852,351,1,Medium,Repression
852,844,1,Medium,Repression
852,1137,1,Medium,Repression
852,1138,1,Medium,Repression
852,869,1,Medium,Repression
852,387,1,Medium,Repression
852,388,1,Medium,Repression
852,881,1,Medium,Repression
852,1375,1,Medium,Repression
852,1382,1,Medium,Repression
854,395,1,Medium,Repression
854,3,1,Medium,Repression
854,425,1,Medium,Repression
854,428,1,Medium,Repression
854,40,1,Medium,Repression
854,54,1,Medium,Repression
854,75,1,Medium,Repression
854,105,1,Medium,Repression
854,549,1,Medium,Repression
854,562,1,Medium,Repression
854,589,1,Medium,Repression
854,158,1,Medium,Repression
854,614,1,Medium,Repression
854,616,1,Medium,Repression
854,619,1,Medium,Repression
854,650,1,Medium,Repression
854,672,1,Medium,Repression
854,240,1,Medium,Repression
854,709,1,Medium,Repression
854,256,1,Medium,Repression
854,1094,1,Medium,Repression
854,796,1,Medium,Repression
854,842,1,Medium,Repression
854,855,1,Medium,Repression
854,860,1,Medium,Repression
854,387,1,Medium,Repression
854,881,1,Medium,Repression
854,885,1,Medium,Repression
854,1330,1,Medium,Repression
854,1336,1,Medium,Repression
854,1351,1,Medium,Repression
854,1438,1,Medium,Repression
1136,6,1,Medium,Activation
1136,400,1,Medium,Activation
1136,922,1,Medium,Activation
1136,27,1,Medium,Activation
1136,53,1,Medium,Activation
1136,77,1,Medium,Activation
1136,510,1,Medium,Activation
1136,517,1,Medium,Activation
1136,114,1,Medium,Activation
1136,592,1,Medium,Activation
1136,652,1,Medium,Activation
1136,1026,1,Medium,Activation
1136,658,1,Medium,Activation
1136,672,1,Medium,Activation
1136,212,1,Medium,Activation
1136,215,1,Medium,Activation
1136,218,1,Medium,Activation
1136,706,1,Medium,Activation
1136,708,1,Medium,Activation
1136,239,1,Medium,Activation
1136,1054,1,Medium,Activation
1136,278,1,Medium,Activation
1136,754,1,Medium,Activation
1136,1080,1,Medium,Activation
1136,768,1,Medium,Activation
1136,310,1,Medium,Activation
1136,311,1,Medium,Activation
1136,796,1,Medium,Activation
1136,331,1,Medium,Activation
1136,345,1,Medium,Activation
1136,825,1,Medium,Activation
1136,351,1,Medium,Activation
1136,359,1,Medium,Activation
1136,1134,1,Medium,Activation
1136,838,1,Medium,Activation
1136,382,1,Medium,Activation
1136,1168,1,Medium,Activation
1136,881,1,Medium,Activation
1136,885,1,Medium,Activation
1136,1356,1,Medium,Activation
1136,902,1,Medium,Activation
1136,1422,1,Medium,Activation
1136,1456,1,Medium,Activation
1136,1643,1,Medium,Activation
1137,394,1,Medium,Activation
1137,914,1,Medium,Activation
1137,426,1,Medium,Activation
1137,44,1,Medium,Activation
1137,440,1,Medium,Activation
1137,469,1,Medium,Activation
1137,951,1,Medium,Activation
1137,79,1,Medium,Activation
1137,80,1,Medium,Activation
1137,488,1,Medium,Activation
1137,96,1,Medium,Activation
1137,511,1,Medium,Activation
1137,975,1,Medium,Activation
1137,527,1,Medium,Activation
1137,552,1,Medium,Activation
1137,135,1,Medium,Activation
1137,136,1,Medium,Activation
1137,137,1,Medium,Activation
1137,999,1,Medium,Activation
1137,146,1,Medium,Activation
1137,585,1,Medium,Activation
1137,635,1,Medium,Activation
1137,1023,1,Medium,Activation
1137,675,1,Medium,Activation
1137,215,1,Medium,Activation
1137,216,1,Medium,Activation
1137,696,1,Medium,Activation
1137,705,1,Medium,Activation
1137,706,1,Medium,Activation
1137,712,1,Medium,Activation
1137,1050,1,Medium,Activation
1137,1058,1,Medium,Activation
1137,740,1,Medium,Activation
1137,1067,1,Medium,Activation
1137,278,1,Medium,Activation
1137,751,1,Medium,Activation
1137,1070,1,Medium,Activation
1137,1071,1,Medium,Activation
1137,304,1,Medium,Activation
1137,312,1,Medium,Activation
1137,798,1,Medium,Activation
1137,1101,1,Medium,Activation
1137,1102,1,Medium,Activation
1137,1103,1,Medium,Activation
1137,341,1,Medium,Activation
1137,344,1,Medium,Activation
1137,1109,1,Medium,Activation
1137,1110,1,Medium,Activation
1137,351,1,Medium,Activation
1137,352,1,Medium,Activation
1137,1116,1,Medium,Activation
1137,852,1,Medium,Activation
1137,1138,1,Medium,Activation
1137,376,1,Medium,Activation
1137,869,1,Medium,Activation
1137,388,1,Medium,Activation
1137,881,1,Medium,Activation
1137,1204,1,Medium,Activation
1137,1285,1,Medium,Activation
1137,1310,1,Medium,Activation
1137,1422,1,Medium,Activation
1138,394,1,Medium,Activation
1138,3,1,Medium,Activation
1138,4,1,Medium,Activation
1138,921,1,Medium,Activation
1138,417,1,Medium,Activation
1138,27,1,Medium,Activation
1138,28,1,Medium,Activation
1138,929,1,Medium,Activation
1138,440,1,Medium,Activation
1138,52,1,Medium,Activation
1138,61,1,Medium,Activation
1138,951,1,Medium,Activation
1138,952,1,Medium,Activation
1138,79,1,Medium,Activation
1138,88,1,Medium,Activation
1138,96,1,Medium,Activation
1138,497,1,Medium,Activation
1138,961,1,Medium,Activation
1138,962,1,Medium,Activation
1138,500,1,Medium,Activation
1138,501,1,Medium,Activation
1138,506,1,Medium,Activation
1138,511,1,Medium,Activation
1138,112,1,Medium,Activation
1138,113,1,Medium,Activation
1138,114,1,Medium,Activation
1138,975,1,Medium,Activation
1138,527,1,Medium,Activation
1138,536,1,Medium,Activation
1138,544,1,Medium,Activation
1138,545,1,Medium,Activation
1138,982,1,Medium,Activation
1138,551,1,Medium,Activation
1138,121,1,Medium,Activation
1138,552,1,Medium,Activation
1138,135,1,Medium,Activation
1138,600,1,Medium,Activation
1138,608,1,Medium,Activation
1138,193,1,Medium,Activation
1138,651,1,Medium,Activation
1138,652,1,Medium,Activation
1138,1021,1,Medium,Activation
1138,1023,1,Medium,Activation
1138,1026,1,Medium,Activation
1138,1027,1,Medium,Activation
1138,674,1,Medium,Activation
1138,676,1,Medium,Activation
1138,210,1,Medium,Activation
1138,213,1,Medium,Activation
1138,232,1,Medium,Activation
1138,705,1,Medium,Activation
1138,706,1,Medium,Activation
1138,251,1,Medium,Activation
1138,254,1,Medium,Activation
1138,1056,1,Medium,Activation
1138,259,1,Medium,Activation
1138,740,1,Medium,Activation
1138,1060,1,Medium,Activation
1138,1065,1,Medium,Activation
1138,1067,1,Medium,Activation
1138,278,1,Medium,Activation
1138,1070,1,Medium,Activation
1138,1077,1,Medium,Activation
1138,303,1,Medium,Activation
1138,1080,1,Medium,Activation
1138,771,1,Medium,Activation
1138,784,1,Medium,Activation
1138,317,1,Medium,Activation
1138,788,1,Medium,Activation
1138,1100,1,Medium,Activation
1138,343,1,Medium,Activation
1138,1109,1,Medium,Activation
1138,1114,1,Medium,Activation
1138,351,1,Medium,Activation
1138,353,1,Medium,Activation
1138,1116,1,Medium,Activation
1138,1117,1,Medium,Activation
1138,1122,1,Medium,Activation
1138,360,1,Medium,Activation
1138,369,1,Medium,Activation
1138,850,1,Medium,Activation
1138,852,1,Medium,Activation
1138,1137,1,Medium,Activation
1138,376,1,Medium,Activation
1138,857,1,Medium,Activation
1138,869,1,Medium,Activation
1138,1168,1,Medium,Activation
1138,1176,1,Medium,Activation
1138,387,1,Medium,Activation
1138,388,1,Medium,Activation
1138,881,1,Medium,Activation
1138,1202,1,Medium,Activation
1138,1204,1,Medium,Activation
1138,882,1,Medium,Activation
1138,902,1,Medium,Activation
1138,1417,1,Medium,Activation
1138,1420,1,Medium,Activation
1138,1548,1,Medium,Activation
1138,1618,1,Medium,Activation
376,35,1,High,Activation
376,36,1,High,Activation
376,112,1,High,Activation
376,644,1,High,Activation
858,906,1,Medium,Activation
858,1,1,Medium,Activation
858,11,1,Medium,Activation
858,408,1,Medium,Activation
858,415,1,Medium,Activation
858,420,1,Medium,Activation
858,423,1,Medium,Activation
858,434,1,Medium,Activation
858,43,1,Medium,Activation
858,45,1,Medium,Activation
858,437,1,Medium,Activation
858,46,1,Medium,Activation
858,937,1,Medium,Activation
858,58,1,Medium,Activation
858,59,1,Medium,Activation
858,458,1,Medium,Activation
858,461,1,Medium,Activation
858,77,1,Medium,Activation
858,92,1,Medium,Activation
858,491,1,Medium,Activation
858,964,1,Medium,Activation
858,514,1,Medium,Activation
858,515,1,Medium,Activation
858,976,1,Medium,Activation
858,118,1,Medium,Activation
858,567,1,Medium,Activation
858,603,1,Medium,Activation
858,604,1,Medium,Activation
858,172,1,Medium,Activation
858,174,1,Medium,Activation
858,182,1,Medium,Activation
858,643,1,Medium,Activation
858,185,1,Medium,Activation
858,645,1,Medium,Activation
858,1025,1,Medium,Activation
858,1037,1,Medium,Activation
858,224,1,Medium,Activation
858,703,1,Medium,Activation
858,723,1,Medium,Activation
858,261,1,Medium,Activation
858,276,1,Medium,Activation
858,754,1,Medium,Activation
858,1072,1,Medium,Activation
858,1074,1,Medium,Activation
858,296,1,Medium,Activation
858,1076,1,Medium,Activation
858,762,1,Medium,Activation
858,776,1,Medium,Activation
858,313,1,Medium,Activation
858,331,1,Medium,Activation
858,807,1,Medium,Activation
858,338,1,Medium,Activation
858,812,1,Medium,Activation
858,813,1,Medium,Activation
858,817,1,Medium,Activation
858,1119,1,Medium,Activation
858,843,1,Medium,Activation
858,863,1,Medium,Activation
858,871,1,Medium,Activation
858,384,1,Medium,Activation
858,1159,1,Medium,Activation
858,1169,1,Medium,Activation
858,1183,1,Medium,Activation
858,1201,1,Medium,Activation
858,1220,1,Medium,Activation
858,885,1,Medium,Activation
858,1229,1,Medium,Activation
858,1240,1,Medium,Activation
858,1303,1,Medium,Activation
858,1348,1,Medium,Activation
858,1354,1,Medium,Activation
858,1370,1,Medium,Activation
858,1389,1,Medium,Activation
