miRna,TF,lp_label,confidence,mor
20127,616,1,Medium,
20127,1018,1,Medium,
20127,713,1,Medium,
20127,718,1,Medium,
20127,723,1,Medium,
20127,1054,1,Medium,
20127,248,1,Medium,
20127,727,1,Medium,
20127,733,1,Medium,
20127,1062,1,Medium,
20127,258,1,Medium,
20127,1056,1,Medium,
20127,275,1,Medium,
20127,262,1,Medium,
20127,1058,1,Medium,
20127,739,1,Medium,
20127,751,1,Medium,
20127,276,1,Medium,
20127,192,1,Medium,
20127,668,1,Medium,
20127,658,1,Medium,
20127,1072,1,Medium,
20127,756,1,Medium,
20127,1078,1,Medium,
20127,797,1,Medium,
20127,781,1,Medium,
20127,796,1,Medium,
20127,1085,1,Medium,
20127,316,1,Medium,
20127,818,1,Medium,
20127,1164,1,Medium,
20127,390,1,Medium,
20127,1512,1,Medium,
20127,347,1,Medium,
20127,1128,1,Medium,
20127,1124,1,Medium,
20127,371,1,Medium,
20127,375,1,Medium,
20127,858,1,Medium,
20127,1168,1,Medium,
20127,1163,1,Medium,
20127,1376,1,Medium,
20127,1329,1,Medium,
20127,881,1,Medium,
20127,1188,1,Medium,
20127,884,1,Medium,
20127,1304,1,Medium,
20127,1205,1,Medium,
20127,1282,1,Medium,
20127,1260,1,Medium,
20127,1228,1,Medium,
20127,1475,1,Medium,
20127,1384,1,Medium,
20127,1378,1,Medium,
20127,1416,1,Medium,
20127,1392,1,Medium,
20127,1451,1,Medium,
20127,1422,1,Medium,
20127,1511,1,Medium,
20127,1479,1,Medium,
20127,1608,1,Medium,
20127,1516,1,Medium,
20127,1598,1,Medium,
20127,1584,1,Medium,
20127,1646,1,Medium,
20127,197,1,Medium,
20127,3,1,Medium,
20127,911,1,Medium,
20127,9,1,Medium,
20127,929,1,Medium,
20127,410,1,Medium,
20127,414,1,Medium,
20127,419,1,Medium,
20127,428,1,Medium,
20127,426,1,Medium,
20127,37,1,Medium,
20127,42,1,Medium,
20127,75,1,Medium,
20127,934,1,Medium,
20127,472,1,Medium,
20127,946,1,Medium,
20127,464,1,Medium,
20127,461,1,Medium,
20127,52,1,Medium,
20127,956,1,Medium,
20127,85,1,Medium,
20127,481,1,Medium,
20127,88,1,Medium,
20127,92,1,Medium,
20127,97,1,Medium,
20127,47,1,Medium,
20127,511,1,Medium,
20127,965,1,Medium,
20127,46,1,Medium,
20127,521,1,Medium,
20128,1018,1,Medium,
20128,629,1,Medium,
20128,668,1,Medium,
20128,656,1,Medium,
20128,1047,1,Medium,
20128,216,1,Medium,
20128,209,1,Medium,
20128,231,1,Medium,
20128,710,1,Medium,
20128,1045,1,Medium,
20128,708,1,Medium,
20128,718,1,Medium,
20128,713,1,Medium,
20128,1054,1,Medium,
20128,739,1,Medium,
20128,1056,1,Medium,
20128,262,1,Medium,
20128,733,1,Medium,
20128,1058,1,Medium,
20128,738,1,Medium,
20128,271,1,Medium,
20128,751,1,Medium,
20128,276,1,Medium,
20128,277,1,Medium,
20128,280,1,Medium,
20128,756,1,Medium,
20128,1078,1,Medium,
20128,302,1,Medium,
20128,1085,1,Medium,
20128,781,1,Medium,
20128,323,1,Medium,
20128,316,1,Medium,
20128,796,1,Medium,
20128,797,1,Medium,
20128,9,1,Medium,
20128,410,1,Medium,
20128,946,1,Medium,
20128,562,1,Medium,
20128,258,1,Medium,
20128,1163,1,Medium,
20128,356,1,Medium,
20128,817,1,Medium,
20128,818,1,Medium,
20128,375,1,Medium,
20128,858,1,Medium,
20128,1168,1,Medium,
20128,1164,1,Medium,
20128,1516,1,Medium,
20128,879,1,Medium,
20128,1260,1,Medium,
20128,1211,1,Medium,
20128,1188,1,Medium,
20128,390,1,Medium,
20128,1205,1,Medium,
20128,1237,1,Medium,
20128,1212,1,Medium,
20128,1228,1,Medium,
20128,1512,1,Medium,
20128,1379,1,Medium,
20128,1301,1,Medium,
20128,1287,1,Medium,
20128,1378,1,Medium,
20128,1304,1,Medium,
20128,1376,1,Medium,
20128,1329,1,Medium,
20128,1511,1,Medium,
20128,1392,1,Medium,
20128,1384,1,Medium,
20128,1479,1,Medium,
20128,1416,1,Medium,
20128,1475,1,Medium,
20128,1451,1,Medium,
20128,1584,1,Medium,
20128,1544,1,Medium,
20128,1528,1,Medium,
20128,1527,1,Medium,
20128,1646,1,Medium,
20128,1608,1,Medium,
20128,965,1,Medium,
20128,3,1,Medium,
20128,911,1,Medium,
20128,927,1,Medium,
20128,929,1,Medium,
20128,428,1,Medium,
20128,88,1,Medium,
20128,42,1,Medium,
20128,47,1,Medium,
20128,46,1,Medium,
20128,935,1,Medium,
20128,52,1,Medium,
20128,934,1,Medium,
20128,86,1,Medium,
20128,464,1,Medium,
20128,70,1,Medium,
20128,461,1,Medium,
20128,85,1,Medium,
20128,92,1,Medium,
20128,97,1,Medium,
20128,512,1,Medium,
20128,511,1,Medium,
20128,521,1,Medium,
20128,527,1,Medium,
20128,149,1,Medium,
20128,536,1,Medium,
20128,986,1,Medium,
20128,550,1,Medium,
20128,123,1,Medium,
20128,142,1,Medium,
20128,997,1,Medium,
20128,127,1,Medium,
20128,578,1,Medium,
20128,153,1,Medium,
20128,167,1,Medium,
20128,616,1,Medium,
20128,611,1,Medium,
20129,979,1,Medium,
20129,880,1,Medium,
20129,855,1,Medium,
20129,686,1,Medium,
20129,205,1,Medium,
20129,678,1,Medium,
20129,549,1,Medium,
20129,545,1,Medium,
20129,1022,1,Medium,
20129,553,1,Medium,
20129,198,1,Medium,
20129,196,1,Medium,
20129,1034,1,Medium,
20129,120,1,Medium,
20129,652,1,Medium,
20129,713,1,Medium,
20129,650,1,Medium,
20129,712,1,Medium,
20129,624,1,Medium,
20129,710,1,Medium,
20129,193,1,Medium,
20129,132,1,Medium,
20129,128,1,Medium,
20129,595,1,Medium,
20129,929,1,Medium,
20129,617,1,Medium,
20129,608,1,Medium,
20129,611,1,Medium,
20129,609,1,Medium,
20129,708,1,Medium,
20129,645,1,Medium,
20129,635,1,Medium,
20129,227,1,Medium,
20129,697,1,Medium,
20129,718,1,Medium,
20129,725,1,Medium,
20129,248,1,Medium,
20129,908,1,Medium,
20129,916,1,Medium,
20129,410,1,Medium,
20129,414,1,Medium,
20129,28,1,Medium,
20129,416,1,Medium,
20129,926,1,Medium,
20129,428,1,Medium,
20129,932,1,Medium,
20129,426,1,Medium,
20129,38,1,Medium,
20129,435,1,Medium,
20129,45,1,Medium,
20129,46,1,Medium,
20129,48,1,Medium,
20129,54,1,Medium,
20129,1026,1,Medium,
20129,459,1,Medium,
20129,461,1,Medium,
20129,75,1,Medium,
20129,470,1,Medium,
20129,483,1,Medium,
20129,739,1,Medium,
20129,82,1,Medium,
20129,81,1,Medium,
20129,89,1,Medium,
20129,87,1,Medium,
20129,480,1,Medium,
20129,251,1,Medium,
20129,731,1,Medium,
20129,1070,1,Medium,
20129,275,1,Medium,
20129,748,1,Medium,
20129,752,1,Medium,
20129,194,1,Medium,
20129,285,1,Medium,
20129,769,1,Medium,
20129,761,1,Medium,
20129,1081,1,Medium,
20129,1084,1,Medium,
20129,777,1,Medium,
20129,321,1,Medium,
20129,316,1,Medium,
20129,310,1,Medium,
20129,313,1,Medium,
20129,796,1,Medium,
20129,327,1,Medium,
20129,794,1,Medium,
20129,797,1,Medium,
20129,331,1,Medium,
20129,801,1,Medium,
20129,814,1,Medium,
20129,347,1,Medium,
20129,816,1,Medium,
20129,828,1,Medium,
20129,842,1,Medium,
20129,1170,1,Medium,
20129,1165,1,Medium,
20129,1173,1,Medium,
20129,1210,1,Medium,
20129,882,1,Medium,
20129,1209,1,Medium,
20129,881,1,Medium,
20129,1192,1,Medium,
20129,884,1,Medium,
20129,1212,1,Medium,
20129,1302,1,Medium,
20129,390,1,Medium,
20129,1354,1,Medium,
20129,1430,1,Medium,
20129,1540,1,Medium,
20129,494,1,Medium,
20129,966,1,Medium,
20129,505,1,Medium,
20129,501,1,Medium,
20129,104,1,Medium,
20129,967,1,Medium,
20129,512,1,Medium,
20129,513,1,Medium,
20129,105,1,Medium,
20129,660,1,Medium,
20130,137,1,Medium,
20130,819,1,Medium,
20131,104,1,Medium,
20131,73,1,Medium,
20131,966,1,Medium,
20131,511,1,Medium,
20131,972,1,Medium,
20131,123,1,Medium,
20131,172,1,Medium,
20131,1018,1,Medium,
20131,629,1,Medium,
20131,192,1,Medium,
20131,193,1,Medium,
20131,665,1,Medium,
20131,709,1,Medium,
20131,670,1,Medium,
20131,204,1,Medium,
20131,708,1,Medium,
20131,696,1,Medium,
20131,688,1,Medium,
20131,242,1,Medium,
20131,739,1,Medium,
20131,1058,1,Medium,
20131,741,1,Medium,
20131,278,1,Medium,
20131,754,1,Medium,
20131,303,1,Medium,
20131,763,1,Medium,
20131,780,1,Medium,
20131,775,1,Medium,
20131,313,1,Medium,
20131,797,1,Medium,
20131,1097,1,Medium,
20131,810,1,Medium,
20131,345,1,Medium,
20131,1120,1,Medium,
20131,354,1,Medium,
20131,825,1,Medium,
20131,1204,1,Medium,
20131,388,1,Medium,
20131,1478,1,Medium,
20131,1573,1,Medium,
20131,418,1,Medium,
20131,410,1,Medium,
20131,923,1,Medium,
20131,929,1,Medium,
20132,2,1,Medium,
20132,48,1,Medium,
20132,458,1,Medium,
20132,974,1,Medium,
20132,962,1,Medium,
20132,141,1,Medium,
20132,269,1,Medium,
20132,211,1,Medium,
20132,206,1,Medium,
20132,753,1,Medium,
20132,302,1,Medium,
20132,775,1,Medium,
20132,792,1,Medium,
20132,366,1,Medium,
20132,1136,1,Medium,
20132,851,1,Medium,
20132,1204,1,Medium,
20132,382,1,Medium,
20132,1196,1,Medium,
20132,1211,1,Medium,
20133,98,1,Medium,
20133,1315,1,Medium,
20133,1303,1,Medium,
20133,868,1,Medium,
20133,1156,1,Medium,
20133,1634,1,Medium,
20133,1348,1,Medium,
20133,1359,1,Medium,
20133,1,1,Medium,
20133,399,1,Medium,
20133,412,1,Medium,
20133,982,1,Medium,
20133,59,1,Medium,
20133,458,1,Medium,
20133,467,1,Medium,
20133,71,1,Medium,
20133,78,1,Medium,
20133,997,1,Medium,
20133,166,1,Medium,
20133,573,1,Medium,
20133,494,1,Medium,
20133,967,1,Medium,
20133,969,1,Medium,
20133,972,1,Medium,
20133,561,1,Medium,
20133,553,1,Medium,
20133,986,1,Medium,
20133,1003,1,Medium,
20133,236,1,Medium,
20133,623,1,Medium,
20133,179,1,Medium,
20133,192,1,Medium,
20133,659,1,Medium,
20133,197,1,Medium,
20133,1035,1,Medium,
20133,679,1,Medium,
20133,212,1,Medium,
20133,218,1,Medium,
20133,244,1,Medium,
20133,718,1,Medium,
20133,1053,1,Medium,
20133,724,1,Medium,
20133,725,1,Medium,
20133,727,1,Medium,
20133,256,1,Medium,
20133,741,1,Medium,
20133,266,1,Medium,
20133,775,1,Medium,
20133,758,1,Medium,
20133,825,1,Medium,
20133,1110,1,Medium,
20133,309,1,Medium,
20133,312,1,Medium,
20133,315,1,Medium,
20133,1094,1,Medium,
20133,814,1,Medium,
20133,838,1,Medium,
20133,828,1,Medium,
20134,352,1,Medium,
20134,135,1,Medium,
20134,132,1,Medium,
20134,410,1,Medium,
20134,409,1,Medium,
20134,923,1,Medium,
20134,424,1,Medium,
20134,419,1,Medium,
20134,430,1,Medium,
20134,929,1,Medium,
20134,995,1,Medium,
20134,49,1,Medium,
20134,54,1,Medium,
20134,53,1,Medium,
20134,935,1,Medium,
20134,951,1,Medium,
20134,71,1,Medium,
20134,75,1,Medium,
20134,81,1,Medium,
20134,104,1,Medium,
20134,512,1,Medium,
20134,961,1,Medium,
20134,967,1,Medium,
20134,966,1,Medium,
20134,965,1,Medium,
20134,557,1,Medium,
20134,1001,1,Medium,
20134,1005,1,Medium,
20134,594,1,Medium,
20134,162,1,Medium,
20134,608,1,Medium,
20134,629,1,Medium,
20134,192,1,Medium,
20134,194,1,Medium,
20134,209,1,Medium,
20134,669,1,Medium,
20134,668,1,Medium,
20134,1034,1,Medium,
20134,1033,1,Medium,
20134,714,1,Medium,
20134,216,1,Medium,
20134,1038,1,Medium,
20134,712,1,Medium,
20134,231,1,Medium,
20134,693,1,Medium,
20134,709,1,Medium,
20134,696,1,Medium,
20134,718,1,Medium,
20134,719,1,Medium,
20134,244,1,Medium,
20134,251,1,Medium,
20134,755,1,Medium,
20134,261,1,Medium,
20134,748,1,Medium,
20134,278,1,Medium,
20134,281,1,Medium,
20134,1072,1,Medium,
20134,758,1,Medium,
20134,304,1,Medium,
20134,768,1,Medium,
20134,1079,1,Medium,
20134,315,1,Medium,
20134,314,1,Medium,
20134,311,1,Medium,
20134,794,1,Medium,
20134,1098,1,Medium,
20134,332,1,Medium,
20134,807,1,Medium,
20134,812,1,Medium,
20134,355,1,Medium,
20134,828,1,Medium,
20134,356,1,Medium,
20134,842,1,Medium,
20134,852,1,Medium,
20134,153,1,Medium,
20134,1170,1,Medium,
20134,384,1,Medium,
20134,1167,1,Medium,
20134,1164,1,Medium,
20134,1506,1,Medium,
20134,1211,1,Medium,
20134,388,1,Medium,
20134,883,1,Medium,
20134,881,1,Medium,
20134,1209,1,Medium,
20134,1200,1,Medium,
20134,1478,1,Medium,
20134,887,1,Medium,
20134,1413,1,Medium,
20134,1331,1,Medium,
20134,1384,1,Medium,
20134,1608,1,Medium,
20134,1512,1,Medium,
20134,1509,1,Medium,
20134,1601,1,Medium,
20134,1646,1,Medium,
20135,531,1,Medium,
20135,248,1,Medium,
20135,840,1,Medium,
20135,818,1,Medium,
20135,367,1,Medium,
20135,66,1,Medium,
20135,3,1,Medium,
20135,22,1,Medium,
20135,61,1,Medium,
20135,434,1,Medium,
20136,1571,1,Medium,
20136,21,1,Medium,
20136,513,1,Medium,
20136,936,1,Medium,
20136,449,1,Medium,
20136,639,1,Medium,
20136,141,1,Medium,
20136,198,1,Medium,
20136,666,1,Medium,
20136,676,1,Medium,
20136,1056,1,Medium,
20136,266,1,Medium,
20136,1475,1,Medium,
20136,1456,1,Medium,
20136,1211,1,Medium,
20136,1416,1,Medium,
20136,1377,1,Medium,
20136,1376,1,Medium,
20136,1382,1,Medium,
20136,1378,1,Medium,
20136,1559,1,Medium,
20136,1479,1,Medium,
20136,1567,1,Medium,
20136,905,1,Medium,
20136,1584,1,Medium,
20136,294,1,Medium,
20137,60,1,Medium,
20137,62,1,Medium,
20137,145,1,Medium,
20137,588,1,Medium,
20137,598,1,Medium,
20137,655,1,Medium,
20137,240,1,Medium,
20137,663,1,Medium,
20137,736,1,Medium,
20137,309,1,Medium,
20137,336,1,Medium,
20137,1305,1,Medium,
20137,871,1,Medium,
20137,1201,1,Medium,
20137,1452,1,Medium,
20137,1346,1,Medium,
20138,375,1,Medium,
20138,19,1,Medium,
20138,938,1,Medium,
20138,461,1,Medium,
20138,64,1,Medium,
20138,85,1,Medium,
20138,92,1,Medium,
20138,114,1,Medium,
20138,578,1,Medium,
20138,120,1,Medium,
20138,142,1,Medium,
20138,542,1,Medium,
20138,122,1,Medium,
20138,989,1,Medium,
20138,592,1,Medium,
20138,608,1,Medium,
20138,193,1,Medium,
20138,630,1,Medium,
20138,708,1,Medium,
20138,680,1,Medium,
20138,699,1,Medium,
20138,231,1,Medium,
20138,1066,1,Medium,
20138,294,1,Medium,
20138,1078,1,Medium,
20138,1138,1,Medium,
20138,1141,1,Medium,
20138,1168,1,Medium,
20138,1176,1,Medium,
20138,1431,1,Medium,
20138,678,1,Medium,
20138,368,1,Medium,
20138,934,1,Medium,
20138,818,1,Medium,
20140,678,1,Medium,
20140,19,1,Medium,
20140,934,1,Medium,
20140,64,1,Medium,
20140,461,1,Medium,
20140,85,1,Medium,
20140,92,1,Medium,
20140,608,1,Medium,
20140,578,1,Medium,
20140,120,1,Medium,
20140,142,1,Medium,
20140,122,1,Medium,
20140,989,1,Medium,
20140,592,1,Medium,
20140,630,1,Medium,
20140,633,1,Medium,
20140,193,1,Medium,
20140,699,1,Medium,
20140,231,1,Medium,
20140,708,1,Medium,
20140,1066,1,Medium,
20140,1060,1,Medium,
20140,294,1,Medium,
20140,1078,1,Medium,
20140,375,1,Medium,
20140,818,1,Medium,
20140,1176,1,Medium,
20140,1138,1,Medium,
20140,1168,1,Medium,
20140,1431,1,Medium,
20140,908,1,Medium,
20141,410,1,Medium,
20141,414,1,Medium,
20141,45,1,Medium,
20141,52,1,Medium,
20141,458,1,Medium,
20141,470,1,Medium,
20141,83,1,Medium,
20141,959,1,Medium,
20141,531,1,Medium,
20141,964,1,Medium,
20141,513,1,Medium,
20141,528,1,Medium,
20141,153,1,Medium,
20141,1001,1,Medium,
20141,611,1,Medium,
20141,193,1,Medium,
20141,736,1,Medium,
20141,199,1,Medium,
20141,207,1,Medium,
20141,240,1,Medium,
20141,690,1,Medium,
20141,216,1,Medium,
20141,1051,1,Medium,
20141,248,1,Medium,
20141,275,1,Medium,
20141,1067,1,Medium,
20141,289,1,Medium,
20141,337,1,Medium,
20141,774,1,Medium,
20141,311,1,Medium,
20141,512,1,Medium,
20141,351,1,Medium,
20141,350,1,Medium,
20141,1136,1,Medium,
20141,852,1,Medium,
20141,383,1,Medium,
20141,382,1,Medium,
20141,1298,1,Medium,
20141,884,1,Medium,
20142,153,1,Medium,
20142,1001,1,Medium,
20142,531,1,Medium,
20142,545,1,Medium,
20142,611,1,Medium,
20142,193,1,Medium,
20142,207,1,Medium,
20142,199,1,Medium,
20142,245,1,Medium,
20142,690,1,Medium,
20142,1136,1,Medium,
20142,311,1,Medium,
20142,351,1,Medium,
20142,383,1,Medium,
20142,115,1,Medium,
20142,410,1,Medium,
20142,470,1,Medium,
20142,60,1,Medium,
20142,938,1,Medium,
20142,52,1,Medium,
20142,83,1,Medium,
20143,10,1,Medium,
20143,955,1,Medium,
20143,414,1,Medium,
20143,929,1,Medium,
20143,73,1,Medium,
20143,39,1,Medium,
20143,459,1,Medium,
20143,942,1,Medium,
20143,117,1,Medium,
20143,549,1,Medium,
20143,511,1,Medium,
20143,515,1,Medium,
20143,974,1,Medium,
20143,1000,1,Medium,
20143,142,1,Medium,
20143,665,1,Medium,
20143,656,1,Medium,
20143,1031,1,Medium,
20143,696,1,Medium,
20143,1036,1,Medium,
20143,768,1,Medium,
20143,775,1,Medium,
20143,795,1,Medium,
20143,789,1,Medium,
20143,810,1,Medium,
20143,1124,1,Medium,
20143,366,1,Medium,
20143,853,1,Medium,
20143,382,1,Medium,
20143,1142,1,Medium,
20143,1346,1,Medium,
20144,12,1,Medium,
20144,926,1,Medium,
20144,73,1,Medium,
20144,70,1,Medium,
20144,58,1,Medium,
20144,52,1,Medium,
20144,443,1,Medium,
20144,60,1,Medium,
20144,528,1,Medium,
20144,519,1,Medium,
20144,714,1,Medium,
20144,229,1,Medium,
20144,997,1,Medium,
20144,1001,1,Medium,
20144,668,1,Medium,
20144,633,1,Medium,
20144,680,1,Medium,
20144,720,1,Medium,
20144,289,1,Medium,
20144,287,1,Medium,
20144,296,1,Medium,
20144,1164,1,Medium,
20144,319,1,Medium,
20144,1117,1,Medium,
20144,352,1,Medium,
20144,862,1,Medium,
20144,1166,1,Medium,
20144,388,1,Medium,
20144,1186,1,Medium,
20144,879,1,Medium,
20144,1264,1,Medium,
20144,1317,1,Medium,
20144,1431,1,Medium,
20144,192,1,Medium,
20145,884,1,Medium,
20145,877,1,Medium,
20145,922,1,Medium,
20145,16,1,Medium,
20145,71,1,Medium,
20145,156,1,Medium,
20145,956,1,Medium,
20145,96,1,Medium,
20145,977,1,Medium,
20145,558,1,Medium,
20145,575,1,Medium,
20145,183,1,Medium,
20145,668,1,Medium,
20145,200,1,Medium,
20145,1044,1,Medium,
20145,204,1,Medium,
20145,277,1,Medium,
20145,267,1,Medium,
20145,1098,1,Medium,
20145,1117,1,Medium,
20146,1045,1,Medium,
20146,50,1,Medium,
20146,35,1,Medium,
20146,658,1,Medium,
20146,456,1,Medium,
20146,945,1,Medium,
20146,491,1,Medium,
20146,989,1,Medium,
20146,284,1,Medium,
20146,1142,1,Medium,
20146,1117,1,Medium,
20146,372,1,Medium,
20146,1349,1,Medium,
20146,904,1,Medium,
20146,905,1,Medium,
20147,200,1,Medium,
20147,1044,1,Medium,
20147,16,1,Medium,
20147,922,1,Medium,
20147,34,1,Medium,
20147,977,1,Medium,
20147,66,1,Medium,
20147,956,1,Medium,
20147,85,1,Medium,
20147,96,1,Medium,
20147,156,1,Medium,
20147,575,1,Medium,
20147,137,1,Medium,
20147,558,1,Medium,
20147,183,1,Medium,
20147,267,1,Medium,
20147,303,1,Medium,
20147,1117,1,Medium,
20147,1382,1,Medium,
20147,877,1,Medium,
20148,434,1,Medium,
20148,446,1,Medium,
20148,459,1,Medium,
20148,81,1,Medium,
20148,68,1,Medium,
20148,477,1,Medium,
20148,100,1,Medium,
20148,104,1,Medium,
20148,979,1,Medium,
20148,527,1,Medium,
20148,114,1,Medium,
20148,980,1,Medium,
20148,564,1,Medium,
20148,989,1,Medium,
20148,557,1,Medium,
20148,584,1,Medium,
20148,608,1,Medium,
20148,648,1,Medium,
20148,192,1,Medium,
20148,1018,1,Medium,
20148,174,1,Medium,
20148,193,1,Medium,
20148,652,1,Medium,
20148,194,1,Medium,
20148,656,1,Medium,
20148,209,1,Medium,
20148,714,1,Medium,
20148,706,1,Medium,
20148,695,1,Medium,
20148,718,1,Medium,
20148,275,1,Medium,
20148,283,1,Medium,
20148,768,1,Medium,
20148,1079,1,Medium,
20148,1089,1,Medium,
20148,1088,1,Medium,
20148,796,1,Medium,
20148,794,1,Medium,
20148,345,1,Medium,
20148,828,1,Medium,
20148,343,1,Medium,
20148,814,1,Medium,
20148,837,1,Medium,
20148,1138,1,Medium,
20148,852,1,Medium,
20148,879,1,Medium,
20148,1215,1,Medium,
20148,1186,1,Medium,
20148,883,1,Medium,
20148,1487,1,Medium,
20148,1422,1,Medium,
20148,406,1,Medium,
20148,2,1,Medium,
20148,911,1,Medium,
20148,416,1,Medium,
20148,418,1,Medium,
20149,303,1,Medium,
20149,546,1,Medium,
20149,561,1,Medium,
20149,989,1,Medium,
20149,124,1,Medium,
20149,142,1,Medium,
20149,128,1,Medium,
20149,141,1,Medium,
20149,138,1,Medium,
20149,995,1,Medium,
20149,574,1,Medium,
20149,143,1,Medium,
20149,150,1,Medium,
20149,596,1,Medium,
20149,231,1,Medium,
20149,639,1,Medium,
20149,1023,1,Medium,
20149,642,1,Medium,
20149,645,1,Medium,
20149,1028,1,Medium,
20149,656,1,Medium,
20149,197,1,Medium,
20149,196,1,Medium,
20149,1034,1,Medium,
20149,206,1,Medium,
20149,688,1,Medium,
20149,212,1,Medium,
20149,686,1,Medium,
20149,710,1,Medium,
20149,240,1,Medium,
20149,655,1,Medium,
20149,1054,1,Medium,
20149,718,1,Medium,
20149,719,1,Medium,
20149,244,1,Medium,
20149,723,1,Medium,
20149,260,1,Medium,
20149,739,1,Medium,
20149,740,1,Medium,
20149,269,1,Medium,
20149,276,1,Medium,
20149,1072,1,Medium,
20149,754,1,Medium,
20149,284,1,Medium,
20149,758,1,Medium,
20149,3,1,Medium,
20149,7,1,Medium,
20149,405,1,Medium,
20149,11,1,Medium,
20149,923,1,Medium,
20149,410,1,Medium,
20149,27,1,Medium,
20149,416,1,Medium,
20149,23,1,Medium,
20149,423,1,Medium,
20149,419,1,Medium,
20149,29,1,Medium,
20149,929,1,Medium,
20149,425,1,Medium,
20149,426,1,Medium,
20149,931,1,Medium,
20149,1079,1,Medium,
20149,34,1,Medium,
20149,37,1,Medium,
20149,769,1,Medium,
20149,45,1,Medium,
20149,316,1,Medium,
20149,314,1,Medium,
20149,451,1,Medium,
20149,935,1,Medium,
20149,60,1,Medium,
20149,937,1,Medium,
20149,446,1,Medium,
20149,472,1,Medium,
20149,312,1,Medium,
20149,950,1,Medium,
20149,453,1,Medium,
20149,464,1,Medium,
20149,784,1,Medium,
20149,1089,1,Medium,
20149,68,1,Medium,
20149,1087,1,Medium,
20149,319,1,Medium,
20149,486,1,Medium,
20149,480,1,Medium,
20149,956,1,Medium,
20149,796,1,Medium,
20149,801,1,Medium,
20149,87,1,Medium,
20149,488,1,Medium,
20149,812,1,Medium,
20149,815,1,Medium,
20149,1123,1,Medium,
20149,833,1,Medium,
20149,818,1,Medium,
20149,817,1,Medium,
20149,831,1,Medium,
20149,828,1,Medium,
20149,350,1,Medium,
20149,1124,1,Medium,
20149,514,1,Medium,
20149,965,1,Medium,
20149,99,1,Medium,
20149,104,1,Medium,
20149,517,1,Medium,
20149,1136,1,Medium,
20149,855,1,Medium,
20149,868,1,Medium,
20149,382,1,Medium,
20149,1186,1,Medium,
20149,1170,1,Medium,
20149,1167,1,Medium,
20149,1164,1,Medium,
20149,1163,1,Medium,
20149,879,1,Medium,
20149,1175,1,Medium,
20149,1173,1,Medium,
20149,1260,1,Medium,
20149,1210,1,Medium,
20149,1209,1,Medium,
20149,883,1,Medium,
20149,1214,1,Medium,
20149,1346,1,Medium,
20149,1430,1,Medium,
20149,1420,1,Medium,
20149,1374,1,Medium,
20149,902,1,Medium,
20149,1384,1,Medium,
20149,1511,1,Medium,
20150,847,1,Medium,
20150,70,1,Medium,
20150,479,1,Medium,
20150,83,1,Medium,
20150,138,1,Medium,
20150,521,1,Medium,
20150,969,1,Medium,
20150,998,1,Medium,
20150,530,1,Medium,
20150,124,1,Medium,
20150,981,1,Medium,
20150,132,1,Medium,
20150,561,1,Medium,
20150,127,1,Medium,
20150,131,1,Medium,
20150,130,1,Medium,
20150,139,1,Medium,
20150,142,1,Medium,
20150,145,1,Medium,
20150,621,1,Medium,
20150,627,1,Medium,
20150,192,1,Medium,
20150,201,1,Medium,
20150,703,1,Medium,
20150,1054,1,Medium,
20150,719,1,Medium,
20150,721,1,Medium,
20150,765,1,Medium,
20150,818,1,Medium,
20150,1093,1,Medium,
20150,794,1,Medium,
20150,352,1,Medium,
20150,1512,1,Medium,
20150,1646,1,Medium,
20150,1410,1,Medium,
20150,1343,1,Medium,
20150,1161,1,Medium,
20150,885,1,Medium,
20150,48,1,Medium,
20150,409,1,Medium,
20150,426,1,Medium,
20150,934,1,Medium,
20151,426,1,Medium,
20151,409,1,Medium,
20151,48,1,Medium,
20151,934,1,Medium,
20151,70,1,Medium,
20151,1093,1,Medium,
20151,479,1,Medium,
20151,477,1,Medium,
20151,83,1,Medium,
20151,508,1,Medium,
20151,130,1,Medium,
20151,127,1,Medium,
20151,521,1,Medium,
20151,561,1,Medium,
20151,530,1,Medium,
20151,124,1,Medium,
20151,981,1,Medium,
20151,142,1,Medium,
20151,139,1,Medium,
20151,138,1,Medium,
20151,132,1,Medium,
20151,998,1,Medium,
20151,145,1,Medium,
20151,151,1,Medium,
20151,192,1,Medium,
20151,621,1,Medium,
20151,627,1,Medium,
20151,181,1,Medium,
20151,201,1,Medium,
20151,703,1,Medium,
20151,1054,1,Medium,
20151,719,1,Medium,
20151,721,1,Medium,
20151,256,1,Medium,
20151,794,1,Medium,
20151,1646,1,Medium,
20151,1410,1,Medium,
20151,885,1,Medium,
20151,847,1,Medium,
20151,352,1,Medium,
20151,818,1,Medium,
20151,1343,1,Medium,
20151,1161,1,Medium,
20152,282,1,Medium,
20152,470,1,Medium,
20152,469,1,Medium,
20152,18,1,Medium,
20152,931,1,Medium,
20152,66,1,Medium,
20152,485,1,Medium,
20152,972,1,Medium,
20152,495,1,Medium,
20152,963,1,Medium,
20152,105,1,Medium,
20152,516,1,Medium,
20152,126,1,Medium,
20152,145,1,Medium,
20152,566,1,Medium,
20152,166,1,Medium,
20152,168,1,Medium,
20152,655,1,Medium,
20152,692,1,Medium,
20152,713,1,Medium,
20152,266,1,Medium,
20152,307,1,Medium,
20152,297,1,Medium,
20152,759,1,Medium,
20152,794,1,Medium,
20152,318,1,Medium,
20152,808,1,Medium,
20152,346,1,Medium,
20152,1645,1,Medium,
