miRna,TF,lp_label,confidence,mor
20271,52,1,Medium,
20271,972,1,Medium,
20271,151,1,Medium,
20271,442,1,Medium,
20271,48,1,Medium,
20271,45,1,Medium,
20271,162,1,Medium,
20271,598,1,Medium,
20271,170,1,Medium,
20271,739,1,Medium,
20271,655,1,Medium,
20271,668,1,Medium,
20271,659,1,Medium,
20271,666,1,Medium,
20271,196,1,Medium,
20271,199,1,Medium,
20271,200,1,Medium,
20271,221,1,Medium,
20271,678,1,Medium,
20271,231,1,Medium,
20271,709,1,Medium,
20271,719,1,Medium,
20271,378,1,Medium,
20271,738,1,Medium,
20271,858,1,Medium,
20271,1212,1,Medium,
20271,869,1,Medium,
20271,383,1,Medium,
20271,1186,1,Medium,
20271,1505,1,Medium,
20271,1260,1,Medium,
20271,1305,1,Medium,
20271,1415,1,Medium,
20271,1306,1,Medium,
20271,1506,1,Medium,
20271,1637,1,Medium,
20271,963,1,Medium,
20271,945,1,Medium,
20271,68,1,Medium,
20271,70,1,Medium,
20271,502,1,Medium,
20271,486,1,Medium,
20271,99,1,Medium,
20271,512,1,Medium,
20271,511,1,Medium,
20271,967,1,Medium,
20271,112,1,Medium,
20271,277,1,Medium,
20271,1072,1,Medium,
20271,1079,1,Medium,
20271,769,1,Medium,
20271,768,1,Medium,
20271,787,1,Medium,
20271,313,1,Medium,
20271,795,1,Medium,
20271,334,1,Medium,
20271,426,1,Medium,
20271,811,1,Medium,
20271,815,1,Medium,
20271,359,1,Medium,
20271,1124,1,Medium,
20271,847,1,Medium,
20272,47,1,Medium,
20272,428,1,Medium,
20272,425,1,Medium,
20272,434,1,Medium,
20272,73,1,Medium,
20272,462,1,Medium,
20272,78,1,Medium,
20272,969,1,Medium,
20272,102,1,Medium,
20272,112,1,Medium,
20272,553,1,Medium,
20272,225,1,Medium,
20272,234,1,Medium,
20272,1050,1,Medium,
20272,718,1,Medium,
20272,266,1,Medium,
20272,269,1,Medium,
20272,283,1,Medium,
20272,1105,1,Medium,
20272,835,1,Medium,
20272,1122,1,Medium,
20272,838,1,Medium,
20272,1415,1,Medium,
20272,1168,1,Medium,
20272,1507,1,Medium,
20273,318,1,Medium,
20273,192,1,Medium,
20273,687,1,Medium,
20273,1023,1,Medium,
20273,209,1,Medium,
20273,656,1,Medium,
20273,1034,1,Medium,
20273,866,1,Medium,
20273,792,1,Medium,
20273,329,1,Medium,
20273,337,1,Medium,
20273,1127,1,Medium,
20273,356,1,Medium,
20273,1170,1,Medium,
20273,1169,1,Medium,
20273,1166,1,Medium,
20273,1161,1,Medium,
20273,1644,1,Medium,
20273,1288,1,Medium,
20273,1204,1,Medium,
20273,1601,1,Medium,
20273,1422,1,Medium,
20273,424,1,Medium,
20273,55,1,Medium,
20273,53,1,Medium,
20273,103,1,Medium,
20274,311,1,Medium,
20274,244,1,Medium,
20274,52,1,Medium,
20274,987,1,Medium,
20274,570,1,Medium,
20274,129,1,Medium,
20274,1001,1,Medium,
20274,608,1,Medium,
20274,326,1,Medium,
20274,839,1,Medium,
20274,627,1,Medium,
20274,625,1,Medium,
20274,203,1,Medium,
20274,681,1,Medium,
20274,696,1,Medium,
20274,838,1,Medium,
20274,329,1,Medium,
20274,801,1,Medium,
20274,830,1,Medium,
20274,1382,1,Medium,
20274,378,1,Medium,
20274,379,1,Medium,
20274,1277,1,Medium,
20274,1205,1,Medium,
20274,1186,1,Medium,
20274,1646,1,Medium,
20274,1512,1,Medium,
20274,245,1,Medium,
20274,293,1,Medium,
20274,778,1,Medium,
20274,763,1,Medium,
20275,10,1,Medium,
20275,768,1,Medium,
20275,144,1,Medium,
20275,595,1,Medium,
20275,625,1,Medium,
20275,668,1,Medium,
20275,681,1,Medium,
20275,261,1,Medium,
20275,705,1,Medium,
20275,278,1,Medium,
20275,774,1,Medium,
20275,801,1,Medium,
20275,1512,1,Medium,
20275,1158,1,Medium,
20276,250,1,Medium,
20276,245,1,Medium,
20276,257,1,Medium,
20276,280,1,Medium,
20276,289,1,Medium,
20276,759,1,Medium,
20276,561,1,Medium,
20276,400,1,Medium,
20276,22,1,Medium,
20276,5,1,Medium,
20276,914,1,Medium,
20276,408,1,Medium,
20276,414,1,Medium,
20276,923,1,Medium,
20276,933,1,Medium,
20276,431,1,Medium,
20276,38,1,Medium,
20276,49,1,Medium,
20276,46,1,Medium,
20276,68,1,Medium,
20276,74,1,Medium,
20276,73,1,Medium,
20276,81,1,Medium,
20276,483,1,Medium,
20276,425,1,Medium,
20276,512,1,Medium,
20276,966,1,Medium,
20276,492,1,Medium,
20276,502,1,Medium,
20276,494,1,Medium,
20276,111,1,Medium,
20276,108,1,Medium,
20276,972,1,Medium,
20276,521,1,Medium,
20276,777,1,Medium,
20276,976,1,Medium,
20276,987,1,Medium,
20276,528,1,Medium,
20276,981,1,Medium,
20276,536,1,Medium,
20276,564,1,Medium,
20276,1003,1,Medium,
20276,139,1,Medium,
20276,1001,1,Medium,
20276,596,1,Medium,
20276,167,1,Medium,
20276,795,1,Medium,
20276,614,1,Medium,
20276,169,1,Medium,
20276,628,1,Medium,
20276,794,1,Medium,
20276,650,1,Medium,
20276,668,1,Medium,
20276,1034,1,Medium,
20276,681,1,Medium,
20276,686,1,Medium,
20276,215,1,Medium,
20276,209,1,Medium,
20276,225,1,Medium,
20276,218,1,Medium,
20276,216,1,Medium,
20276,710,1,Medium,
20276,713,1,Medium,
20276,316,1,Medium,
20276,315,1,Medium,
20276,810,1,Medium,
20276,828,1,Medium,
20276,837,1,Medium,
20276,359,1,Medium,
20276,1121,1,Medium,
20276,371,1,Medium,
20276,842,1,Medium,
20276,372,1,Medium,
20276,384,1,Medium,
20276,1164,1,Medium,
20276,1169,1,Medium,
20276,388,1,Medium,
20276,1186,1,Medium,
20276,879,1,Medium,
20276,1429,1,Medium,
20276,1229,1,Medium,
20276,1550,1,Medium,
20277,858,1,Medium,
20277,1506,1,Medium,
20277,1494,1,Medium,
20277,1398,1,Medium,
20277,82,1,Medium,
20277,655,1,Medium,
20277,52,1,Medium,
20277,923,1,Medium,
20277,434,1,Medium,
20277,949,1,Medium,
20277,454,1,Medium,
20277,942,1,Medium,
20277,474,1,Medium,
20277,625,1,Medium,
20277,486,1,Medium,
20277,488,1,Medium,
20277,515,1,Medium,
20277,594,1,Medium,
20277,119,1,Medium,
20277,561,1,Medium,
20277,545,1,Medium,
20277,155,1,Medium,
20277,622,1,Medium,
20277,635,1,Medium,
20277,641,1,Medium,
20277,1025,1,Medium,
20277,651,1,Medium,
20277,668,1,Medium,
20277,216,1,Medium,
20277,689,1,Medium,
20277,709,1,Medium,
20277,239,1,Medium,
20277,248,1,Medium,
20277,1053,1,Medium,
20277,748,1,Medium,
20277,1087,1,Medium,
20277,769,1,Medium,
20277,337,1,Medium,
20277,1102,1,Medium,
20277,831,1,Medium,
20278,414,1,Medium,
20278,914,1,Medium,
20278,400,1,Medium,
20278,408,1,Medium,
20278,923,1,Medium,
20278,425,1,Medium,
20278,426,1,Medium,
20278,431,1,Medium,
20278,38,1,Medium,
20278,933,1,Medium,
20278,87,1,Medium,
20278,49,1,Medium,
20278,46,1,Medium,
20278,678,1,Medium,
20278,1034,1,Medium,
20278,681,1,Medium,
20278,710,1,Medium,
20278,216,1,Medium,
20278,207,1,Medium,
20278,215,1,Medium,
20278,209,1,Medium,
20278,218,1,Medium,
20278,225,1,Medium,
20278,713,1,Medium,
20278,759,1,Medium,
20278,245,1,Medium,
20278,250,1,Medium,
20278,257,1,Medium,
20278,263,1,Medium,
20278,280,1,Medium,
20278,289,1,Medium,
20278,768,1,Medium,
20278,779,1,Medium,
20278,777,1,Medium,
20278,317,1,Medium,
20278,315,1,Medium,
20278,316,1,Medium,
20278,351,1,Medium,
20278,1114,1,Medium,
20278,828,1,Medium,
20278,830,1,Medium,
20278,837,1,Medium,
20278,359,1,Medium,
20278,842,1,Medium,
20278,371,1,Medium,
20278,1140,1,Medium,
20278,1169,1,Medium,
20278,1204,1,Medium,
20278,1186,1,Medium,
20278,388,1,Medium,
20278,879,1,Medium,
20278,1414,1,Medium,
20278,1312,1,Medium,
20278,1229,1,Medium,
20278,1305,1,Medium,
20278,1260,1,Medium,
20278,1550,1,Medium,
20278,1429,1,Medium,
20278,339,1,Medium,
20278,68,1,Medium,
20278,74,1,Medium,
20278,483,1,Medium,
20278,795,1,Medium,
20278,794,1,Medium,
20278,1003,1,Medium,
20278,492,1,Medium,
20278,512,1,Medium,
20278,967,1,Medium,
20278,494,1,Medium,
20278,966,1,Medium,
20278,502,1,Medium,
20278,111,1,Medium,
20278,521,1,Medium,
20278,108,1,Medium,
20278,972,1,Medium,
20278,1001,1,Medium,
20278,582,1,Medium,
20278,976,1,Medium,
20278,981,1,Medium,
20278,528,1,Medium,
20278,536,1,Medium,
20278,564,1,Medium,
20278,987,1,Medium,
20278,589,1,Medium,
20278,596,1,Medium,
20278,167,1,Medium,
20278,608,1,Medium,
20278,614,1,Medium,
20278,169,1,Medium,
20278,621,1,Medium,
20278,628,1,Medium,
20278,668,1,Medium,
20278,192,1,Medium,
20278,650,1,Medium,
20279,906,1,Medium,
20279,966,1,Medium,
20279,314,1,Medium,
20279,911,1,Medium,
20279,13,1,Medium,
20279,410,1,Medium,
20279,420,1,Medium,
20279,436,1,Medium,
20279,39,1,Medium,
20279,437,1,Medium,
20279,788,1,Medium,
20279,461,1,Medium,
20279,73,1,Medium,
20279,81,1,Medium,
20279,82,1,Medium,
20279,89,1,Medium,
20279,606,1,Medium,
20279,553,1,Medium,
20279,550,1,Medium,
20279,120,1,Medium,
20279,999,1,Medium,
20279,136,1,Medium,
20279,149,1,Medium,
20279,1001,1,Medium,
20279,589,1,Medium,
20279,590,1,Medium,
20279,608,1,Medium,
20279,651,1,Medium,
20279,719,1,Medium,
20279,205,1,Medium,
20279,680,1,Medium,
20279,689,1,Medium,
20279,209,1,Medium,
20279,1036,1,Medium,
20279,207,1,Medium,
20279,686,1,Medium,
20279,706,1,Medium,
20279,718,1,Medium,
20279,248,1,Medium,
20279,251,1,Medium,
20279,1056,1,Medium,
20279,748,1,Medium,
20279,752,1,Medium,
20279,290,1,Medium,
20279,1075,1,Medium,
20279,785,1,Medium,
20279,768,1,Medium,
20279,1083,1,Medium,
20279,327,1,Medium,
20279,331,1,Medium,
20279,795,1,Medium,
20279,1098,1,Medium,
20279,351,1,Medium,
20279,362,1,Medium,
20279,366,1,Medium,
20279,852,1,Medium,
20279,1178,1,Medium,
20279,868,1,Medium,
20279,388,1,Medium,
20279,1204,1,Medium,
20279,1305,1,Medium,
20279,390,1,Medium,
20279,885,1,Medium,
20279,1374,1,Medium,
20279,902,1,Medium,
20279,1574,1,Medium,
20279,1422,1,Medium,
20279,1644,1,Medium,
20280,88,1,Medium,
20280,83,1,Medium,
20280,933,1,Medium,
20280,474,1,Medium,
20280,13,1,Medium,
20280,750,1,Medium,
20280,565,1,Medium,
20280,584,1,Medium,
20280,216,1,Medium,
20280,388,1,Medium,
20280,245,1,Medium,
20281,602,1,Medium,
20281,608,1,Medium,
20281,172,1,Medium,
20281,627,1,Medium,
20281,656,1,Medium,
20281,655,1,Medium,
20281,719,1,Medium,
20281,212,1,Medium,
20281,686,1,Medium,
20281,241,1,Medium,
20281,1062,1,Medium,
20281,1070,1,Medium,
20281,1076,1,Medium,
20281,1093,1,Medium,
20281,838,1,Medium,
20281,862,1,Medium,
20281,1167,1,Medium,
20281,1267,1,Medium,
20281,885,1,Medium,
20281,1194,1,Medium,
20281,4,1,Medium,
20281,910,1,Medium,
20281,3,1,Medium,
20281,410,1,Medium,
20281,35,1,Medium,
20281,49,1,Medium,
20281,47,1,Medium,
20281,599,1,Medium,
20281,948,1,Medium,
20281,1003,1,Medium,
20281,969,1,Medium,
20281,105,1,Medium,
20281,494,1,Medium,
20281,98,1,Medium,
20281,516,1,Medium,
20281,119,1,Medium,
20281,998,1,Medium,
20281,561,1,Medium,
20281,576,1,Medium,
20282,269,1,Medium,
20282,923,1,Medium,
20282,403,1,Medium,
20282,962,1,Medium,
20282,454,1,Medium,
20282,565,1,Medium,
20282,1049,1,Medium,
20282,380,1,Medium,
20282,277,1,Medium,
20282,300,1,Medium,
20282,388,1,Medium,
20282,379,1,Medium,
20283,965,1,Medium,
20283,999,1,Medium,
20283,155,1,Medium,
20283,554,1,Medium,
20283,618,1,Medium,
20283,170,1,Medium,
20283,628,1,Medium,
20283,625,1,Medium,
20283,655,1,Medium,
20283,218,1,Medium,
20283,204,1,Medium,
20283,1031,1,Medium,
20283,666,1,Medium,
20283,200,1,Medium,
20283,216,1,Medium,
20283,212,1,Medium,
20283,207,1,Medium,
20283,713,1,Medium,
20283,719,1,Medium,
20283,1072,1,Medium,
20283,293,1,Medium,
20283,322,1,Medium,
20283,336,1,Medium,
20283,1097,1,Medium,
20283,327,1,Medium,
20283,1106,1,Medium,
20283,828,1,Medium,
20283,817,1,Medium,
20283,1170,1,Medium,
20283,1164,1,Medium,
20283,1349,1,Medium,
20283,879,1,Medium,
20283,1334,1,Medium,
20283,1571,1,Medium,
20283,1570,1,Medium,
20283,1506,1,Medium,
20283,488,1,Medium,
20283,914,1,Medium,
20283,931,1,Medium,
20283,927,1,Medium,
20283,435,1,Medium,
20283,933,1,Medium,
20284,658,1,Medium,
20284,656,1,Medium,
20284,1028,1,Medium,
20284,668,1,Medium,
20284,669,1,Medium,
20284,1031,1,Medium,
20284,200,1,Medium,
20284,672,1,Medium,
20284,1034,1,Medium,
20284,223,1,Medium,
20284,680,1,Medium,
20284,1038,1,Medium,
20284,1036,1,Medium,
20284,207,1,Medium,
20284,216,1,Medium,
20284,209,1,Medium,
20284,696,1,Medium,
20284,224,1,Medium,
20284,234,1,Medium,
20284,692,1,Medium,
20284,703,1,Medium,
20284,709,1,Medium,
20284,238,1,Medium,
20284,710,1,Medium,
20284,1070,1,Medium,
20284,1049,1,Medium,
20284,1054,1,Medium,
20284,251,1,Medium,
20284,738,1,Medium,
20284,739,1,Medium,
20284,741,1,Medium,
20284,1062,1,Medium,
20284,275,1,Medium,
20284,276,1,Medium,
20284,1063,1,Medium,
20284,1067,1,Medium,
20284,771,1,Medium,
20284,784,1,Medium,
20284,310,1,Medium,
20284,311,1,Medium,
20284,314,1,Medium,
20284,795,1,Medium,
20284,340,1,Medium,
20284,812,1,Medium,
20284,346,1,Medium,
20284,823,1,Medium,
20284,831,1,Medium,
20284,1120,1,Medium,
20284,1132,1,Medium,
20284,1164,1,Medium,
20284,1598,1,Medium,
20284,852,1,Medium,
20284,1138,1,Medium,
20284,375,1,Medium,
20284,1163,1,Medium,
20284,863,1,Medium,
20284,1141,1,Medium,
20284,1153,1,Medium,
20284,1179,1,Medium,
20284,1482,1,Medium,
20284,1346,1,Medium,
20284,1374,1,Medium,
20284,877,1,Medium,
20284,1168,1,Medium,
20284,1170,1,Medium,
20284,1178,1,Medium,
20284,1176,1,Medium,
20284,878,1,Medium,
20284,1284,1,Medium,
20284,1204,1,Medium,
20284,1201,1,Medium,
20284,1188,1,Medium,
20284,885,1,Medium,
20284,1214,1,Medium,
20284,882,1,Medium,
20284,1282,1,Medium,
20284,1257,1,Medium,
20284,891,1,Medium,
20284,1260,1,Medium,
20284,1430,1,Medium,
20284,1414,1,Medium,
20284,3,1,Medium,
20284,908,1,Medium,
20284,909,1,Medium,
20284,910,1,Medium,
20284,414,1,Medium,
20284,412,1,Medium,
20284,11,1,Medium,
20284,914,1,Medium,
20284,22,1,Medium,
20284,923,1,Medium,
20284,416,1,Medium,
20284,929,1,Medium,
20284,45,1,Medium,
20284,35,1,Medium,
20284,933,1,Medium,
20284,437,1,Medium,
20284,52,1,Medium,
20284,939,1,Medium,
20284,451,1,Medium,
20284,64,1,Medium,
20284,950,1,Medium,
20284,464,1,Medium,
20284,458,1,Medium,
20284,70,1,Medium,
20284,68,1,Medium,
20284,66,1,Medium,
20284,74,1,Medium,
20284,79,1,Medium,
20284,82,1,Medium,
20284,85,1,Medium,
20284,488,1,Medium,
20284,963,1,Medium,
20284,500,1,Medium,
20284,100,1,Medium,
20284,972,1,Medium,
20284,518,1,Medium,
20284,527,1,Medium,
20284,979,1,Medium,
20284,122,1,Medium,
20284,538,1,Medium,
20284,119,1,Medium,
20284,986,1,Medium,
20284,561,1,Medium,
20284,145,1,Medium,
20284,123,1,Medium,
20284,565,1,Medium,
20284,1003,1,Medium,
20284,1001,1,Medium,
20284,592,1,Medium,
20284,156,1,Medium,
20284,161,1,Medium,
20284,167,1,Medium,
20284,1009,1,Medium,
20284,168,1,Medium,
20284,629,1,Medium,
20284,619,1,Medium,
20284,609,1,Medium,
20284,608,1,Medium,
20284,607,1,Medium,
20284,170,1,Medium,
20284,1018,1,Medium,
20284,193,1,Medium,
20284,172,1,Medium,
20284,182,1,Medium,
20284,192,1,Medium,
20284,1072,1,Medium,
20284,754,1,Medium,
20284,289,1,Medium,
20284,288,1,Medium,
20284,756,1,Medium,
20284,755,1,Medium,
20284,761,1,Medium,
20284,304,1,Medium,
20284,302,1,Medium,
20285,192,1,Medium,
20285,658,1,Medium,
20285,656,1,Medium,
20285,1038,1,Medium,
20285,1028,1,Medium,
20285,1598,1,Medium,
20285,207,1,Medium,
20285,216,1,Medium,
20285,668,1,Medium,
20285,197,1,Medium,
20285,1036,1,Medium,
20285,692,1,Medium,
20285,703,1,Medium,
20285,1482,1,Medium,
20285,710,1,Medium,
20285,11,1,Medium,
20285,908,1,Medium,
20285,929,1,Medium,
20285,1054,1,Medium,
20285,1415,1,Medium,
20285,1062,1,Medium,
20285,275,1,Medium,
20285,741,1,Medium,
20285,739,1,Medium,
20285,1067,1,Medium,
20285,1070,1,Medium,
20285,293,1,Medium,
20285,755,1,Medium,
20285,288,1,Medium,
20285,756,1,Medium,
20285,299,1,Medium,
20285,304,1,Medium,
20285,812,1,Medium,
20285,831,1,Medium,
20285,1120,1,Medium,
20285,1132,1,Medium,
20285,1138,1,Medium,
20285,852,1,Medium,
20285,1374,1,Medium,
20285,1170,1,Medium,
20285,1164,1,Medium,
20285,1153,1,Medium,
20285,1141,1,Medium,
20285,1204,1,Medium,
20285,1176,1,Medium,
20285,1191,1,Medium,
20285,878,1,Medium,
20285,1284,1,Medium,
20285,1209,1,Medium,
20285,1214,1,Medium,
20285,1273,1,Medium,
20285,1260,1,Medium,
20285,1257,1,Medium,
20285,885,1,Medium,
20285,939,1,Medium,
20285,943,1,Medium,
20285,66,1,Medium,
20285,85,1,Medium,
20285,105,1,Medium,
20285,529,1,Medium,
20285,527,1,Medium,
20285,574,1,Medium,
20285,565,1,Medium,
20285,1001,1,Medium,
20285,161,1,Medium,
20285,592,1,Medium,
20285,629,1,Medium,
20285,1018,1,Medium,
20286,906,1,Medium,
20286,911,1,Medium,
20286,22,1,Medium,
20286,13,1,Medium,
20286,929,1,Medium,
20286,24,1,Medium,
20286,39,1,Medium,
20286,438,1,Medium,
20286,52,1,Medium,
20286,446,1,Medium,
20286,461,1,Medium,
20286,481,1,Medium,
20286,81,1,Medium,
20286,502,1,Medium,
20286,109,1,Medium,
20286,538,1,Medium,
20286,120,1,Medium,
20286,565,1,Medium,
20286,557,1,Medium,
20286,138,1,Medium,
20286,581,1,Medium,
20286,1001,1,Medium,
20286,582,1,Medium,
20286,608,1,Medium,
20286,1026,1,Medium,
20286,192,1,Medium,
20286,207,1,Medium,
20286,663,1,Medium,
20286,1034,1,Medium,
20286,678,1,Medium,
20286,681,1,Medium,
20286,710,1,Medium,
20286,224,1,Medium,
20286,214,1,Medium,
20286,686,1,Medium,
20286,216,1,Medium,
20286,690,1,Medium,
20286,689,1,Medium,
20286,706,1,Medium,
20286,718,1,Medium,
20286,739,1,Medium,
20286,274,1,Medium,
20286,768,1,Medium,
20286,280,1,Medium,
20286,1073,1,Medium,
20286,290,1,Medium,
20286,1075,1,Medium,
20286,358,1,Medium,
20286,332,1,Medium,
20286,795,1,Medium,
20286,331,1,Medium,
20286,852,1,Medium,
20286,366,1,Medium,
20286,1180,1,Medium,
20286,1178,1,Medium,
20286,1170,1,Medium,
20286,388,1,Medium,
20286,1305,1,Medium,
20286,1282,1,Medium,
20286,884,1,Medium,
20286,902,1,Medium,
20286,1601,1,Medium,
20286,1550,1,Medium,
20286,1598,1,Medium,
20287,906,1,Medium,
20287,911,1,Medium,
20287,397,1,Medium,
20287,13,1,Medium,
20287,923,1,Medium,
20287,929,1,Medium,
20287,24,1,Medium,
20287,39,1,Medium,
20287,52,1,Medium,
20287,461,1,Medium,
20287,73,1,Medium,
20287,481,1,Medium,
20287,81,1,Medium,
20287,120,1,Medium,
20287,98,1,Medium,
20287,511,1,Medium,
20287,502,1,Medium,
20287,118,1,Medium,
20287,538,1,Medium,
20287,138,1,Medium,
20287,569,1,Medium,
20287,123,1,Medium,
20287,557,1,Medium,
20287,565,1,Medium,
20287,1001,1,Medium,
20287,739,1,Medium,
20287,192,1,Medium,
20287,650,1,Medium,
20287,1034,1,Medium,
20287,663,1,Medium,
20287,678,1,Medium,
20287,681,1,Medium,
20287,692,1,Medium,
20287,686,1,Medium,
20287,207,1,Medium,
20287,690,1,Medium,
20287,209,1,Medium,
20287,689,1,Medium,
20287,214,1,Medium,
20287,216,1,Medium,
20287,706,1,Medium,
20287,709,1,Medium,
20287,710,1,Medium,
20287,253,1,Medium,
20287,747,1,Medium,
20287,748,1,Medium,
20287,280,1,Medium,
20287,290,1,Medium,
20287,754,1,Medium,
20287,1073,1,Medium,
20287,300,1,Medium,
20287,1075,1,Medium,
20287,1506,1,Medium,
20287,1574,1,Medium,
20287,1550,1,Medium,
20287,1527,1,Medium,
20287,768,1,Medium,
20287,315,1,Medium,
20287,794,1,Medium,
20287,329,1,Medium,
20287,795,1,Medium,
20287,331,1,Medium,
20287,332,1,Medium,
20287,1601,1,Medium,
20287,1180,1,Medium,
20287,902,1,Medium,
20287,1178,1,Medium,
20287,358,1,Medium,
20287,1170,1,Medium,
20287,1164,1,Medium,
20287,899,1,Medium,
20287,388,1,Medium,
20287,1305,1,Medium,
20287,1229,1,Medium,
20287,1212,1,Medium,
20287,831,1,Medium,
20287,366,1,Medium,
20287,852,1,Medium,
20288,908,1,Medium,
20288,394,1,Medium,
20288,1005,1,Medium,
20288,942,1,Medium,
20288,470,1,Medium,
20288,524,1,Medium,
20288,141,1,Medium,
20288,136,1,Medium,
20288,995,1,Medium,
20288,564,1,Medium,
20288,165,1,Medium,
20288,608,1,Medium,
20288,778,1,Medium,
20288,1097,1,Medium,
20288,614,1,Medium,
20288,218,1,Medium,
20288,672,1,Medium,
20288,206,1,Medium,
20288,739,1,Medium,
20288,1072,1,Medium,
20288,1078,1,Medium,
20288,304,1,Medium,
20288,315,1,Medium,
20288,797,1,Medium,
20288,329,1,Medium,
20288,852,1,Medium,
20288,1305,1,Medium,
20288,873,1,Medium,
20288,1204,1,Medium,
20288,1186,1,Medium,
20288,1156,1,Medium,
20288,1390,1,Medium,
20289,300,1,Medium,
20289,768,1,Medium,
20289,316,1,Medium,
20289,828,1,Medium,
20289,831,1,Medium,
20289,863,1,Medium,
20289,1175,1,Medium,
20289,874,1,Medium,
20289,1324,1,Medium,
20289,216,1,Medium,
20289,9,1,Medium,
20289,10,1,Medium,
20289,927,1,Medium,
20289,456,1,Medium,
20289,39,1,Medium,
20289,63,1,Medium,
20289,561,1,Medium,
20289,553,1,Medium,
20289,989,1,Medium,
20289,557,1,Medium,
20289,997,1,Medium,
20289,155,1,Medium,
20289,690,1,Medium,
20289,245,1,Medium,
20289,720,1,Medium,
20291,9,1,Medium,
20291,10,1,Medium,
20291,927,1,Medium,
20291,39,1,Medium,
20291,948,1,Medium,
20291,63,1,Medium,
20291,456,1,Medium,
20291,155,1,Medium,
20291,153,1,Medium,
20291,989,1,Medium,
20291,553,1,Medium,
20291,561,1,Medium,
20291,130,1,Medium,
20291,997,1,Medium,
20291,690,1,Medium,
20291,216,1,Medium,
20291,713,1,Medium,
20291,246,1,Medium,
20291,245,1,Medium,
20291,720,1,Medium,
20291,300,1,Medium,
20291,768,1,Medium,
20291,316,1,Medium,
20291,1374,1,Medium,
20291,1324,1,Medium,
20291,831,1,Medium,
20291,840,1,Medium,
20291,1125,1,Medium,
20291,1175,1,Medium,
20291,874,1,Medium,
20291,863,1,Medium,
20292,678,1,Medium,
20292,418,1,Medium,
20292,929,1,Medium,
20292,8,1,Medium,
20292,911,1,Medium,
20292,10,1,Medium,
20292,942,1,Medium,
20292,45,1,Medium,
20292,54,1,Medium,
20292,53,1,Medium,
20292,458,1,Medium,
20292,956,1,Medium,
20292,87,1,Medium,
20292,528,1,Medium,
20292,138,1,Medium,
20292,117,1,Medium,
20292,998,1,Medium,
20292,122,1,Medium,
20292,120,1,Medium,
20292,985,1,Medium,
20292,991,1,Medium,
20292,553,1,Medium,
20292,989,1,Medium,
20292,557,1,Medium,
20292,578,1,Medium,
20292,143,1,Medium,
20292,1001,1,Medium,
20292,153,1,Medium,
20292,1014,1,Medium,
20292,284,1,Medium,
20292,246,1,Medium,
20292,1073,1,Medium,
20292,1078,1,Medium,
20292,300,1,Medium,
20292,768,1,Medium,
20292,1026,1,Medium,
20292,652,1,Medium,
20292,785,1,Medium,
20292,794,1,Medium,
20292,866,1,Medium,
20292,840,1,Medium,
20292,1240,1,Medium,
20292,1153,1,Medium,
20292,1142,1,Medium,
20292,712,1,Medium,
20292,709,1,Medium,
20292,706,1,Medium,
20292,216,1,Medium,
20292,1561,1,Medium,
20292,209,1,Medium,
20292,1036,1,Medium,
20293,399,1,Medium,
20293,8,1,Medium,
20293,400,1,Medium,
20293,11,1,Medium,
20293,431,1,Medium,
20293,58,1,Medium,
20293,88,1,Medium,
20293,938,1,Medium,
20293,458,1,Medium,
20293,87,1,Medium,
20293,465,1,Medium,
20293,74,1,Medium,
20293,73,1,Medium,
20293,81,1,Medium,
20293,481,1,Medium,
20293,511,1,Medium,
20293,964,1,Medium,
20293,967,1,Medium,
20293,505,1,Medium,
20293,514,1,Medium,
20293,976,1,Medium,
20293,544,1,Medium,
20293,985,1,Medium,
20293,545,1,Medium,
20293,139,1,Medium,
20293,143,1,Medium,
20293,572,1,Medium,
20293,1000,1,Medium,
20293,1001,1,Medium,
20293,156,1,Medium,
20293,1008,1,Medium,
20293,658,1,Medium,
20293,681,1,Medium,
20293,678,1,Medium,
20293,227,1,Medium,
20293,688,1,Medium,
20293,695,1,Medium,
20293,714,1,Medium,
20293,1047,1,Medium,
20293,713,1,Medium,
20293,720,1,Medium,
20293,723,1,Medium,
20293,736,1,Medium,
20293,738,1,Medium,
20293,274,1,Medium,
20293,275,1,Medium,
20293,929,1,Medium,
20293,753,1,Medium,
20293,668,1,Medium,
20293,708,1,Medium,
20293,388,1,Medium,
20293,287,1,Medium,
20293,763,1,Medium,
20293,1113,1,Medium,
20293,329,1,Medium,
20293,1097,1,Medium,
20293,794,1,Medium,
20293,337,1,Medium,
20293,346,1,Medium,
20293,347,1,Medium,
20293,832,1,Medium,
20293,828,1,Medium,
20293,835,1,Medium,
20293,844,1,Medium,
20293,371,1,Medium,
20293,858,1,Medium,
20293,868,1,Medium,
20293,1147,1,Medium,
20293,1212,1,Medium,
20293,1205,1,Medium,
20293,1646,1,Medium,
20293,881,1,Medium,
20293,1645,1,Medium,
20293,1390,1,Medium,
20293,1277,1,Medium,
20293,1342,1,Medium,
20293,1313,1,Medium,
20294,67,1,Medium,
20294,502,1,Medium,
20294,528,1,Medium,
20294,191,1,Medium,
20294,650,1,Medium,
20294,1038,1,Medium,
20294,207,1,Medium,
20294,249,1,Medium,
20294,1071,1,Medium,
20294,741,1,Medium,
20294,1072,1,Medium,
20294,1108,1,Medium,
20294,1099,1,Medium,
20294,1112,1,Medium,
20294,355,1,Medium,
20294,860,1,Medium,
20294,383,1,Medium,
