:ID,name,:LABEL
970,FOXS1,TF
971,GATAD2A,TF
972,GATAD2B,TF
973,GLI4,TF
974,GLIS1,TF
975,GLIS2,TF
976,GLYR1,TF
977,GMEB1,TF
978,GMEB2,TF
979,GRHL2,TF
980,GRHL3,TF
981,HAND1,TF
982,HDX,TF
983,HES2,TF
984,HES4,TF
985,HES5,TF
986,HIC2,TF
987,HIVEP1,TF
988,HIVEP3,TF
989,HMBOX1,TF
990,HMG20A,TF
991,HMGN3,TF
992,HOMEZ,TF
993,HOXA13,TF
994,HOXA2,TF
995,HOXA3,TF
996,HOXA6,TF
997,HOXB5,TF
998,HOXB6,TF
999,HOXC4,TF
1000,HSF5,TF
1001,IKZF2,TF
1002,IKZF3,TF
1003,IKZF4,TF
1004,IKZF5,TF
1005,INSM1,TF
1006,IRX1,TF
1007,IRX2,TF
1008,IRX3,TF
1009,IRX4,TF
1010,IRX5,TF
1011,IRX6,TF
1012,ISX,TF
1013,KAT7,TF
1014,KDM5B,TF
1015,KMT2A,TF
1016,KMT2B,TF
1017,LHX1,TF
1018,LHX6,TF
1019,MBD3,TF
1020,MBD4,TF
1021,MEIS3,TF
1022,MEOX1,TF
1023,MEOX2,TF
1024,MESP1,TF
1025,MGA,TF
1026,MKX,TF
1027,MLXIP,TF
1028,MNT,TF
1029,MXD3,TF
1030,MYCL,TF
1031,MYNN,TF
1032,MYRF,TF
1033,MYT1,TF
1034,MYT1L,TF
1035,NEUROD2,TF
1036,NEUROD6,TF
1037,NFE2L3,TF
1038,NFX1,TF
1039,NFXL1,TF
1040,NKX3-2,TF
1041,NKX6-2,TF
1042,NME2,TF
1043,NPAS1,TF
1044,NPAS4,TF
1045,NR1D2,TF
1046,NR2C1,TF
1047,NR6A1,TF
1048,OLIG1,TF
1049,OSR1,TF
1050,OSR2,TF
1051,OVOL1,TF
1052,OVOL2,TF
1053,PATZ1,TF
1054,PBX3,TF
1055,PBX4,TF
1056,PEG3,TF
1057,PIN1,TF
1058,PKNOX2,TF
1059,POU3F3,TF
1060,POU6F1,TF
1061,POU6F2,TF
1062,PRDM10,TF
1063,PRDM15,TF
1064,PRDM16,TF
1065,PRDM5,TF
1066,PRDM6,TF
1067,PRDM8,TF
1068,PROP1,TF
1069,PROX2,TF
1070,PRRX1,TF
1071,PRRX2,TF
1072,PURB,TF
1073,PURG,TF
1074,RBAK,TF
1075,RFX4,TF
1076,RFX7,TF
1077,RFX8,TF
1078,RLF,TF
1079,SALL1,TF
1080,SALL2,TF
1081,SCRT1,TF
1082,SCX,TF
1083,SETDB1,TF
1084,SIM1,TF
1085,SIX2,TF
1086,SIX3,TF
1087,SIX4,TF
1088,SIX5,TF
1089,SIX6,TF
1090,SNAI3,TF
1091,SNAPC4,TF
1092,SOHLH1,TF
1093,SOX12,TF
1094,SOX13,TF
1095,SOX15,TF
1096,SOX18,TF
1097,SOX21,TF
1098,SOX30,TF
1099,SOX7,TF
1100,SOX8,TF
1101,SP110,TF
1102,SP140,TF
1103,SP140L,TF
1104,SP5,TF
1105,SP6,TF
1106,ST18,TF
1107,TBX1,TF
1108,TBX15,TF
1109,TBX18,TF
1110,TBX19,TF
1111,TBX4,TF
1112,TBX6,TF
1113,TCF15,TF
1114,TCF21,TF
1115,TCF23,TF
1116,TEAD2,TF
1117,TEAD3,TF
1118,TERF1,TF
1119,TERF2,TF
1120,TET1,TF
1121,TFAP2E,TF
1122,TFE3,TF
1123,TFEC,TF
1124,TGIF2,TF
1125,THAP1,TF
1126,THAP10,TF
1127,THAP11,TF
1128,THAP2,TF
1129,THAP3,TF
1130,THAP4,TF
1131,THAP5,TF
1132,THAP6,TF
1133,THAP7,TF
1134,THAP8,TF
1135,THAP9,TF
1136,TSHZ1,TF
1137,TSHZ2,TF
1138,TSHZ3,TF
1139,UNCX,TF
1140,VENTX,TF
1141,VSX1,TF
1142,WIZ,TF
1143,YBX2,TF
1144,YBX3,TF
1145,YY2,TF
1146,ZBED1,TF
1147,ZBED2,TF
1148,ZBED3,TF
1149,ZBED4,TF
1150,ZBED5,TF
1151,ZBED6,TF
1152,ZBTB1,TF
1153,ZBTB11,TF
1154,ZBTB12,TF
1155,ZBTB18,TF
1156,ZBTB20,TF
1157,ZBTB21,TF
1158,ZBTB22,TF
1159,ZBTB24,TF
1160,ZBTB25,TF
1161,ZBTB26,TF
1162,ZBTB32,TF
1163,ZBTB33,TF
1164,ZBTB34,TF
1165,ZBTB37,TF
1166,ZBTB38,TF
1167,ZBTB39,TF
1168,ZBTB4,TF
1169,ZBTB40,TF
1170,ZBTB41,TF
1171,ZBTB42,TF
1172,ZBTB43,TF
1173,ZBTB44,TF
1174,ZBTB45,TF
1175,ZBTB46,TF
1176,ZBTB47,TF
1177,ZBTB48,TF
1178,ZBTB49,TF
1179,ZBTB6,TF
1180,ZBTB7B,TF
1181,ZBTB7C,TF
1182,ZBTB8B,TF
1183,ZC3H8,TF
1184,ZFAT,TF
1185,ZFHX2,TF
1186,ZFHX4,TF
1187,ZFP1,TF
1188,ZFP14,TF
1189,ZFP2,TF
1190,ZFP28,TF
1191,ZFP3,TF
1192,ZFP30,TF
1193,ZFP37,TF
1194,ZFP41,TF
1195,ZFP62,TF
1196,ZFP64,TF
1197,ZFP69,TF
1198,ZFP69B,TF
1199,ZFP82,TF
1200,ZFP90,TF
1201,ZFP91,TF
1202,ZFP92,TF
1203,ZFPM1,TF
1204,ZFPM2,TF
1205,ZFX,TF
1206,ZFY,TF
1207,ZGLP1,TF
1208,ZGPAT,TF
1209,ZHX1,TF
1210,ZHX3,TF
1211,ZIC4,TF
1212,ZIC5,TF
1213,ZIK1,TF
1214,ZKSCAN1,TF
1215,ZKSCAN2,TF
1216,ZKSCAN3,TF
1217,ZKSCAN4,TF
1218,ZKSCAN5,TF
1219,ZKSCAN7,TF
1220,ZKSCAN8,TF
1221,ZNF10,TF
1222,ZNF100,TF
1223,ZNF101,TF
1224,ZNF107,TF
1225,ZNF112,TF
1226,ZNF117,TF
1227,ZNF121,TF
1228,ZNF124,TF
1229,ZNF131,TF
1230,ZNF132,TF
1231,ZNF133,TF
1232,ZNF134,TF
1233,ZNF135,TF
1234,ZNF136,TF
1235,ZNF138,TF
1236,ZNF14,TF
1237,ZNF140,TF
1238,ZNF141,TF
1239,ZNF142,TF
1240,ZNF146,TF
1241,ZNF154,TF
1242,ZNF155,TF
